id_camera_i	id_camera_j	position_error
14	37	0.0198242
14	38	0.0197467
14	39	0.0197743
14	40	0.0197686
14	41	0.0197667
14	42	0.0197108
14	43	0.0198553
14	44	0.019678
14	45	0.0197358
14	46	0.0197692
14	47	0.0197079
14	48	0.0198103
14	49	0.0197875
14	50	0.0197716
14	51	0.0198025
14	52	0.0196759
14	53	0.0196595
14	54	0.0197557
14	55	0.0197881
14	56	0.0198334
14	57	0.0197477
14	58	0.0197475
14	59	0.0197624
14	60	0.0197616
14	61	0.0198126
14	62	0.0198219
14	63	0.0197622
14	64	0.0196871
14	65	0.0197381
14	66	0.019703
14	67	0.0197469
14	68	0.0197617
14	69	0.0197718
14	70	0.019795
14	71	0.0197519
14	72	0.0197561
14	73	0.0197492
14	74	0.0197526
14	75	0.0198118
14	76	0.0197457
14	77	0.0196845
14	78	0.0197635
14	79	0.0197836
14	80	0.0197811
14	81	0.0197965
14	82	0.0197308
14	83	0.0198307
14	84	0.0197279
14	85	0.019794
14	86	0.0197765
14	87	0.0197541
14	88	0.019734
14	89	0.0197445
14	90	0.0197604
14	91	0.0197528
14	92	0.0197349
14	93	0.0197704
14	94	0.0197931
14	95	0.0197958
14	96	0.0197738
14	97	0.0198031
14	98	0.019796
15	0	0.0198155
15	1	0.0198847
15	2	0.0198326
15	3	0.0196407
15	4	0.0198453
15	5	0.0203026
15	6	0.0199526
15	7	0.0198764
15	8	0.0198855
15	9	0.0199193
15	10	0.0199843
15	11	0.0198965
15	12	0.0197459
15	13	0.0198587
15	14	0.0197305
15	16	0.0196019
15	17	0.0198919
15	18	0.0199315
15	19	0.0198605
15	20	0.0198094
15	21	0.0199178
15	22	0.0197933
15	23	0.0197382
15	24	0.019884
15	25	0.0196381
15	26	0.0199946
15	27	0.0197434
15	28	0.0199196
15	29	0.019898
15	30	0.0198205
15	31	0.019897
15	32	0.0198501
15	33	0.0198303
15	34	0.019719
15	35	0.0197156
15	36	0.0197916
15	37	0.0198906
15	38	0.0197969
15	39	0.0198142
15	40	0.0198168
15	41	0.0198188
15	42	0.0197476
15	43	0.0198558
15	44	0.0196358
15	45	0.0196968
15	46	0.0197934
15	47	0.0197349
15	48	0.0198649
15	49	0.0198295
15	50	0.019828
15	51	0.0198351
15	52	0.0197152
15	53	0.0196633
15	54	0.0197328
15	55	0.0197842
15	56	0.0198676
15	57	0.0197773
15	58	0.0198
15	59	0.019811
15	60	0.0198073
15	61	0.0198544
15	62	0.0198379
15	63	0.0197745
15	64	0.0196976
15	65	0.0197299
15	66	0.0197143
15	67	0.0197666
15	68	0.0197959
15	69	0.0198177
15	70	0.0198295
15	71	0.0197866
15	72	0.0197762
15	73	0.0197641
15	74	0.0197598
15	75	0.0198355
15	76	0.0197471
15	77	0.0196949
15	78	0.0198029
15	79	0.01982
15	80	0.0198109
15	81	0.0198265
15	82	0.0197593
15	83	0.0198522
15	84	0.0197485
15	85	0.0198008
15	86	0.0197985
15	87	0.0197865
15	88	0.0197639
15	89	0.0197754
15	90	0.0197941
15	91	0.019785
15	92	0.0197633
15	93	0.0197879
15	94	0.0198059
15	95	0.0198156
15	96	0.0197909
15	97	0.019828
15	98	0.0198305
16	0	0.0195366
16	1	0.0195958
16	2	0.0195445
16	3	0.0194111
16	4	0.019466
16	5	0.0194101
16	6	0.0194845
16	7	0.0195389
16	8	0.0196981
16	9	0.0197174
16	10	0.0198119
16	11	0.019722
16	12	0.019586
16	13	0.0196501
16	14	0.0195574
16	15	0.0196019
16	17	0.0201165
16	18	0.01979
16	19	0.0197853
16	20	0.0196738
16	21	0.0197832
16	22	0.019673
16	23	0.0196615
16	24	0.0197837
16	25	0.0196628
16	26	0.0205857
16	27	0.0198716
16	28	0.0199493
16	29	0.0198546
16	30	0.0197316
16	31	0.0197943
16	32	0.0197574
16	33	0.0197491
16	34	0.0197109
16	35	0.0198602
16	36	0.0200333
16	37	0.0200536
16	38	0.0198086
16	39	0.0197653
16	40	0.0197594
16	41	0.0197646
16	42	0.0197059
16	43	0.0198203
16	44	0.0196729
16	45	0.019807
16	46	0.0199539
16	47	0.0198145
16	48	0.019907
16	49	0.0198107
16	50	0.0198081
16	51	0.019789
16	52	0.0196883
16	53	0.0196632
16	54	0.0197662
16	55	0.0198586
16	56	0.0199972
16	57	0.0198527
16	58	0.0198447
16	59	0.019818
16	60	0.0197905
16	61	0.0198401
16	62	0.019813
16	63	0.0197804
16	64	0.0197577
16	65	0.0198005
16	66	0.0197984
16	67	0.0198255
16	68	0.0198347
16	69	0.0198356
16	70	0.0198152
16	71	0.0197712
16	72	0.0197723
16	73	0.0197695
16	74	0.0197978
16	75	0.0199012
16	76	0.0198088
16	77	0.0197336
16	78	0.0198395
16	79	0.0198372
16	80	0.0198145
16	81	0.0198254
16	82	0.0197701
16	83	0.0198676
16	84	0.019786
16	85	0.0198406
16	86	0.0198471
16	87	0.01984
16	88	0.019795
16	89	0.0197937
16	90	0.0198101
16	91	0.0197963
16	92	0.0197808
16	93	0.0198088
16	94	0.0198259
16	95	0.0198487
16	96	0.0198169
16	97	0.0198642
16	98	0.0198643
17	0	0.0194294
17	1	0.0194849
17	2	0.0194933
17	3	0.0194926
17	4	0.0195558
17	5	0.0194762
17	6	0.0196095
17	7	0.0192394
17	8	0.0192564
17	9	0.0193959
17	10	0.0196373
17	11	0.0196296
17	12	0.0195787
17	13	0.019681
17	14	0.0197008
17	15	0.0198919
17	16	0.0201165
17	18	0.0191357
17	19	0.0195881
17	20	0.0195103
17	21	0.0197023
17	22	0.0196605
17	23	0.0197255
17	24	0.019865
17	25	0.0198477
17	26	0.0202938
17	27	0.0203491
17	28	0.0199131
17	29	0.0197247
17	30	0.0196165
17	31	0.0197306
17	32	0.0197467
17	33	0.0197669
17	34	0.0197938
17	35	0.019951
17	36	0.0201153
17	37	0.0202306
17	38	0.0197473
17	39	0.0196472
17	40	0.0196812
17	41	0.0197312
17	42	0.0197174
17	43	0.0198484
17	44	0.0197526
17	45	0.0198973
17	46	0.020026
17	47	0.0198717
17	48	0.0199062
17	49	0.0197496
17	50	0.0197772
17	51	0.019759
17	52	0.0196938
17	53	0.0197083
17	54	0.019827
17	55	0.0199074
17	56	0.0200558
17	57	0.0198941
17	58	0.0198437
17	59	0.0197942
17	60	0.0197586
17	61	0.019838
17	62	0.0198157
17	63	0.0198131
17	64	0.0198251
17	65	0.0198638
17	66	0.019856
17	67	0.0198626
17	68	0.0198519
17	69	0.019829
17	70	0.0197855
17	71	0.0197553
17	72	0.019787
17	73	0.0197876
17	74	0.0198409
17	75	0.0199424
17	76	0.0198657
17	77	0.0197581
17	78	0.0198432
17	79	0.0198343
17	80	0.0198118
17	81	0.0198224
17	82	0.0197862
17	83	0.0198844
17	84	0.0198184
17	85	0.0198752
17	86	0.0198745
17	87	0.0198718
17	88	0.0198052
17	89	0.0197936
17	90	0.0198134
17	91	0.0197972
17	92	0.0197934
17	93	0.0198297
17	94	0.0198411
17	95	0.0198711
17	96	0.0198293
17	97	0.0198881
17	98	0.0198785
18	0	0.0200975
18	1	0.0200267
18	2	0.0199695
18	3	0.0199615
18	4	0.0199167
18	5	0.0197979
18	6	0.019942
18	7	0.0200877
18	8	0.0204219
18	9	0.0202715
18	10	0.0202392
18	11	0.0200856
18	12	0.0199549
18	13	0.019943
18	14	0.0198863
18	15	0.0199315
18	16	0.01979
18	17	0.0191357
18	19	0.0204724
18	20	0.0199676
18	21	0.0200685
18	22	0.0199469
18	23	0.0199406
18	24	0.0199437
18	25	0.0197985
18	26	0.0197807
18	27	0.0195086
18	28	0.0200036
18	29	0.0201753
18	30	0.0199662
18	31	0.0200269
18	32	0.0199777
18	33	0.0198988
18	34	0.0198456
18	35	0.0198317
18	36	0.019732
18	37	0.0196685
18	38	0.0195988
18	39	0.0198321
18	40	0.0199447
18	41	0.0199769
18	42	0.0199185
18	43	0.0199587
18	44	0.019785
18	45	0.0197925
18	46	0.0197323
18	47	0.0195636
18	48	0.0197905
18	49	0.0198739
18	50	0.020002
18	51	0.0199495
18	52	0.0198444
18	53	0.0198116
18	54	0.0198406
18	55	0.0197968
18	56	0.0198228
18	57	0.0196695
18	58	0.0197336
18	59	0.0198725
18	60	0.0198995
18	61	0.0200044
18	62	0.0199351
18	63	0.0198849
18	64	0.019836
18	65	0.0197901
18	66	0.0197096
18	67	0.0197211
18	68	0.0198032
18	69	0.019875
18	70	0.0198711
18	71	0.0198534
18	72	0.0198855
18	73	0.0198292
18	74	0.0198393
18	75	0.0198675
18	76	0.0197834
18	77	0.0196711
18	78	0.0197829
18	79	0.019855
18	80	0.0198835
18	81	0.0198928
18	82	0.0198501
18	83	0.0199082
18	84	0.0198095
18	85	0.0198362
18	86	0.0198041
18	87	0.0198146
18	88	0.0197736
18	89	0.0197949
18	90	0.0198422
18	91	0.0198261
18	92	0.0198215
18	93	0.0198472
18	94	0.0198309
18	95	0.0198469
18	96	0.0197947
18	97	0.0198691
18	98	0.0198592
19	0	0.0198449
19	1	0.0197219
19	2	0.0197076
19	3	0.0197911
19	4	0.0197358
19	5	0.019672
19	6	0.0197837
19	7	0.0199074
19	8	0.0198931
19	9	0.0197963
19	10	0.0196334
19	11	0.0197026
19	12	0.0197171
19	13	0.0197406
19	14	0.0197604
19	15	0.0198605
19	16	0.0197853
19	17	0.0195881
19	18	0.0204724
19	20	0.0193597
19	21	0.0197376
19	22	0.0197222
19	23	0.0197974
19	24	0.0198354
19	25	0.0197964
19	26	0.0198743
19	27	0.0198482
19	28	0.0201341
19	29	0.0201095
19	30	0.0195976
19	31	0.0197724
19	32	0.0197877
19	33	0.0197405
19	34	0.0197741
19	35	0.0198196
19	36	0.0198274
19	37	0.0199007
19	38	0.0198923
19	39	0.0198384
19	40	0.0197166
19	41	0.019766
19	42	0.0197664
19	43	0.0198313
19	44	0.0197274
19	45	0.0197947
19	46	0.0198094
19	47	0.0197677
19	48	0.0199084
19	49	0.0198658
19	50	0.0198718
19	51	0.0197818
19	52	0.0196953
19	53	0.0197204
19	54	0.0197884
19	55	0.0197893
19	56	0.0198664
19	57	0.0197892
19	58	0.0197807
19	59	0.0198346
19	60	0.0197735
19	61	0.0198844
19	62	0.0198161
19	63	0.0197959
19	64	0.019787
19	65	0.0197897
19	66	0.0197518
19	67	0.0198007
19	68	0.01985
19	69	0.0198342
19	70	0.019769
19	71	0.0197276
19	72	0.0197945
19	73	0.0197435
19	74	0.0197932
19	75	0.0198407
19	76	0.0198194
19	77	0.0197232
19	78	0.0197755
19	79	0.0198181
19	80	0.0198238
19	81	0.0198019
19	82	0.0197674
19	83	0.0198332
19	84	0.0197597
19	85	0.0198221
19	86	0.0197959
19	87	0.0198073
19	88	0.0197571
19	89	0.019753
19	90	0.0197791
19	91	0.019748
19	92	0.019752
19	93	0.0197973
19	94	0.0197906
19	95	0.019815
19	96	0.0197709
19	97	0.0198456
19	98	0.0198151
20	0	0.0198747
20	1	0.0197613
20	2	0.0197561
20	3	0.0198553
20	4	0.0197293
20	5	0.0196634
20	6	0.0196837
20	7	0.0197589
20	8	0.0196842
20	9	0.0197798
20	10	0.0194159
20	11	0.0197357
20	12	0.0198426
20	13	0.0197674
20	14	0.0197621
20	15	0.0198094
20	16	0.0196738
20	17	0.0195103
20	18	0.0199676
20	19	0.0193597
20	21	0.0199763
20	22	0.0198433
20	23	0.0198691
20	24	0.0198297
20	25	0.0197742
20	26	0.0197929
20	27	0.0196889
20	28	0.0197699
20	29	0.0196951
20	30	0.0198439
20	31	0.0200541
20	32	0.0199149
20	33	0.0197656
20	34	0.019788
20	35	0.0197802
20	36	0.019751
20	37	0.0197738
20	38	0.0197292
20	39	0.0198223
20	40	0.0198253
20	41	0.0198905
20	42	0.0198746
20	43	0.0198667
20	44	0.0197396
20	45	0.0197663
20	46	0.0197438
20	47	0.0196891
20	48	0.0197786
20	49	0.0198262
20	50	0.0199041
20	51	0.0198856
20	52	0.0197497
20	53	0.0197683
20	54	0.0197971
20	55	0.0197618
20	56	0.0198028
20	57	0.0197227
20	58	0.0196927
20	59	0.0197768
20	60	0.0197879
20	61	0.0199523
20	62	0.0198747
20	63	0.0198233
20	64	0.019784
20	65	0.0197701
20	66	0.019709
20	67	0.0197512
20	68	0.0197886
20	69	0.0197878
20	70	0.0197857
20	71	0.0197504
20	72	0.0198386
20	73	0.0197566
20	74	0.019792
20	75	0.019809
20	76	0.0197929
20	77	0.0196983
20	78	0.0197301
20	79	0.0197942
20	80	0.0198362
20	81	0.0198179
20	82	0.0197814
20	83	0.0198357
20	84	0.0197492
20	85	0.0198123
20	86	0.019768
20	87	0.0197662
20	88	0.0197303
20	89	0.0197374
20	90	0.0197691
20	91	0.0197427
20	92	0.0197498
20	93	0.0198011
20	94	0.0197905
20	95	0.0198021
20	96	0.0197608
20	97	0.0198263
20	98	0.0197885
21	0	0.0200998
21	1	0.0200415
21	2	0.020021
21	3	0.0200841
21	4	0.0199051
21	5	0.0198691
21	6	0.0198319
21	7	0.0199169
21	8	0.0198832
21	9	0.0200349
21	10	0.0198981
21	11	0.0198744
21	12	0.0201394
21	13	0.0198837
21	14	0.019885
21	15	0.0199178
21	16	0.0197832
21	17	0.0197023
21	18	0.0200685
21	19	0.0197376
21	20	0.0199763
21	22	0.0199135
21	23	0.0199735
21	24	0.019899
21	25	0.0198809
21	26	0.0198976
21	27	0.0197898
21	28	0.0198699
21	29	0.0198039
21	30	0.0197116
21	31	0.0198845
21	32	0.0198896
21	33	0.0197476
21	34	0.0198521
21	35	0.0198429
21	36	0.0198291
21	37	0.0198598
21	38	0.019805
21	39	0.0198342
21	40	0.0196601
21	41	0.0194992
21	42	0.0197629
21	43	0.0198436
21	44	0.0197763
21	45	0.0198167
21	46	0.0198055
21	47	0.0197621
21	48	0.0198236
21	49	0.019805
21	50	0.0196829
21	51	0.0196929
21	52	0.019602
21	53	0.0197485
21	54	0.0198153
21	55	0.0197987
21	56	0.0198442
21	57	0.0197753
21	58	0.0197258
21	59	0.0197361
21	60	0.0196705
21	61	0.0197742
21	62	0.0197898
21	63	0.0197827
21	64	0.019771
21	65	0.0197922
21	66	0.0197396
21	67	0.0197833
21	68	0.0197873
21	69	0.0197406
21	70	0.01972
21	71	0.0196446
21	72	0.0197616
21	73	0.0197154
21	74	0.0197797
21	75	0.0198082
21	76	0.0198089
21	77	0.0197211
21	78	0.0197305
21	79	0.0197582
21	80	0.0197688
21	81	0.019742
21	82	0.0197086
21	83	0.0197938
21	84	0.0197243
21	85	0.0198134
21	86	0.01977
21	87	0.0197531
21	88	0.0197175
21	89	0.0197102
21	90	0.0197179
21	91	0.0196895
21	92	0.0196985
21	93	0.0197683
21	94	0.0197773
21	95	0.0197867
21	96	0.0197567
21	97	0.0198039
21	98	0.0197588
22	0	0.0198675
22	1	0.019857
22	2	0.0198397
22	3	0.0198721
22	4	0.0197542
22	5	0.0197955
22	6	0.0197016
22	7	0.0197868
22	8	0.0197685
22	9	0.0198859
22	10	0.0198236
22	11	0.0196846
22	12	0.0198837
22	13	0.0196867
22	14	0.0197628
22	15	0.0197933
22	16	0.019673
22	17	0.0196605
22	18	0.0199469
22	19	0.0197222
22	20	0.0198433
22	21	0.0199135
22	23	0.0199419
22	24	0.0197814
22	25	0.0198124
22	26	0.0198257
22	27	0.0197155
22	28	0.0198149
22	29	0.0197994
22	30	0.0197982
22	31	0.0199995
22	32	0.0200652
22	33	0.0195986
22	34	0.0197943
22	35	0.0197631
22	36	0.0197647
22	37	0.0198112
22	38	0.0197668
22	39	0.0198151
22	40	0.019765
22	41	0.0196736
22	42	0.019673
22	43	0.0197738
22	44	0.019717
22	45	0.0197543
22	46	0.019755
22	47	0.0197256
22	48	0.0198027
22	49	0.0198041
22	50	0.0197294
22	51	0.0197863
22	52	0.0195674
22	53	0.0196979
22	54	0.019767
22	55	0.0197548
22	56	0.0198018
22	57	0.0197489
22	58	0.0197233
22	59	0.0197469
22	60	0.0197295
22	61	0.0197798
22	62	0.0198058
22	63	0.0197436
22	64	0.0197042
22	65	0.0197493
22	66	0.0197039
22	67	0.0197584
22	68	0.0197676
22	69	0.0197491
22	70	0.0197745
22	71	0.019699
22	72	0.0197523
22	73	0.0197026
22	74	0.0197438
22	75	0.0197731
22	76	0.0197738
22	77	0.0197045
22	78	0.0197353
22	79	0.0197674
22	80	0.019778
22	81	0.0197649
22	82	0.0196992
22	83	0.0197857
22	84	0.0196981
22	85	0.0197933
22	86	0.0197549
22	87	0.019734
22	88	0.0197169
22	89	0.0197222
22	90	0.019729
22	91	0.0197069
22	92	0.019698
22	93	0.0197587
22	94	0.0197764
22	95	0.0197763
22	96	0.0197573
22	97	0.0197909
22	98	0.0197574
23	0	0.0198587
23	1	0.0198965
23	2	0.019875
23	3	0.0197933
23	4	0.0197716
23	5	0.0198873
23	6	0.0197159
23	7	0.0197978
23	8	0.0198061
23	9	0.0199139
23	10	0.0199262
23	11	0.0198604
23	12	0.0198405
23	13	0.0198143
23	14	0.0197188
23	15	0.0197382
23	16	0.0196615
23	17	0.0197255
23	18	0.0199406
23	19	0.0197974
23	20	0.0198691
23	21	0.0199735
23	22	0.0199419
23	24	0.0196152
23	25	0.0198087
23	26	0.0198307
23	27	0.019723
23	28	0.0198455
23	29	0.0198564
23	30	0.0198537
23	31	0.019984
23	32	0.020015
23	33	0.0197228
23	34	0.0197604
23	35	0.0197217
23	36	0.0197628
23	37	0.0198325
23	38	0.0197917
23	39	0.0198404
23	40	0.019832
23	41	0.0198212
23	42	0.0197371
23	43	0.0198132
23	44	0.019661
23	45	0.0197272
23	46	0.019761
23	47	0.019744
23	48	0.0198362
23	49	0.0198371
23	50	0.0197976
23	51	0.0198651
23	52	0.0196829
23	53	0.0196599
23	54	0.0197417
23	55	0.0197578
23	56	0.0198145
23	57	0.0197721
23	58	0.0197671
23	59	0.019792
23	60	0.0197984
23	61	0.019835
23	62	0.019864
23	63	0.0197536
23	64	0.019661
23	65	0.0197416
23	66	0.0197127
23	67	0.0197761
23	68	0.0197901
23	69	0.0197941
23	70	0.0198384
23	71	0.0197836
23	72	0.0197809
23	73	0.0197477
23	74	0.0197465
23	75	0.0197882
23	76	0.0197733
23	77	0.0197221
23	78	0.0197803
23	79	0.0198096
23	80	0.0198142
23	81	0.019822
23	82	0.0197387
23	83	0.0198301
23	84	0.0197193
23	85	0.0198093
23	86	0.0197831
23	87	0.0197599
23	88	0.019754
23	89	0.0197679
23	90	0.0197778
23	91	0.0197664
23	92	0.019743
23	93	0.0197865
23	94	0.0198123
23	95	0.0198065
23	96	0.0197943
23	97	0.0198173
23	98	0.0198011
24	0	0.0198645
24	1	0.0199106
24	2	0.0198804
24	3	0.0197566
24	4	0.0198839
24	5	0.0201107
24	6	0.0198511
24	7	0.0198729
24	8	0.0198686
24	9	0.0199275
24	10	0.0199472
24	11	0.0198618
24	12	0.0197638
24	13	0.0199181
24	14	0.020044
24	15	0.019884
24	16	0.0197837
24	17	0.019865
24	18	0.0199437
24	19	0.0198354
24	20	0.0198297
24	21	0.019899
24	22	0.0197814
24	23	0.0196152
24	25	0.0200725
24	26	0.0199462
24	27	0.0197738
24	28	0.0198804
24	29	0.0198735
24	30	0.0198235
24	31	0.0198839
24	32	0.0198223
24	33	0.0198549
24	34	0.0196952
24	35	0.0197863
24	36	0.0198373
24	37	0.0198891
24	38	0.0198105
24	39	0.0198253
24	40	0.0198097
24	41	0.0197951
24	42	0.0196866
24	43	0.0198067
24	44	0.0195535
24	45	0.0197473
24	46	0.0198213
24	47	0.0197779
24	48	0.0198596
24	49	0.0198277
24	50	0.0197916
24	51	0.0198185
24	52	0.0196723
24	53	0.0195791
24	54	0.0196935
24	55	0.0198029
24	56	0.0198666
24	57	0.0198015
24	58	0.0197947
24	59	0.019795
24	60	0.0197902
24	61	0.0198107
24	62	0.019813
24	63	0.0197216
24	64	0.01962
24	65	0.0197362
24	66	0.0197313
24	67	0.0197876
24	68	0.0197925
24	69	0.0197986
24	70	0.0198263
24	71	0.0197731
24	72	0.0197405
24	73	0.0197403
24	74	0.0197303
24	75	0.019813
24	76	0.0197615
24	77	0.0197192
24	78	0.0197987
24	79	0.0198092
24	80	0.0197948
24	81	0.0198093
24	82	0.0197254
24	83	0.0198303
24	84	0.0197211
24	85	0.0198015
24	86	0.0197964
24	87	0.0197705
24	88	0.0197594
24	89	0.0197696
24	90	0.0197778
24	91	0.0197705
24	92	0.0197415
24	93	0.0197716
24	94	0.0198061
24	95	0.0198072
24	96	0.0197963
24	97	0.0198151
24	98	0.0198138
25	0	0.0197673
25	1	0.0198204
25	2	0.019789
25	3	0.0196646
25	4	0.0197737
25	5	0.0199578
25	6	0.0197688
25	7	0.0197525
25	8	0.0197864
25	9	0.0198391
25	10	0.0199031
25	11	0.0198406
25	12	0.0197594
25	13	0.0198833
25	14	0.0198631
25	15	0.0196381
25	16	0.0196628
25	17	0.0198477
25	18	0.0197985
25	19	0.0197964
25	20	0.0197742
25	21	0.0198809
25	22	0.0198124
25	23	0.0198087
25	24	0.0200725
25	26	0.0197604
25	27	0.0196305
25	28	0.0198016
25	29	0.0198315
25	30	0.0197907
25	31	0.0198717
25	32	0.0198625
25	33	0.0199432
25	34	0.0198631
25	35	0.0197825
25	36	0.0196834
25	37	0.0197979
25	38	0.0197298
25	39	0.0197629
25	40	0.0197927
25	41	0.0198268
25	42	0.0197771
25	43	0.0199454
25	44	0.0197325
25	45	0.0197142
25	46	0.019744
25	47	0.019681
25	48	0.0198069
25	49	0.0197841
25	50	0.0198004
25	51	0.0198374
25	52	0.019758
25	53	0.0197112
25	54	0.0198
25	55	0.0198382
25	56	0.0198471
25	57	0.0197366
25	58	0.0197634
25	59	0.0197759
25	60	0.0197951
25	61	0.0198518
25	62	0.0198631
25	63	0.0198219
25	64	0.0197367
25	65	0.0197385
25	66	0.0196937
25	67	0.0197312
25	68	0.0197544
25	69	0.0197914
25	70	0.0198255
25	71	0.0198024
25	72	0.0197907
25	73	0.019809
25	74	0.0197912
25	75	0.0198628
25	76	0.0197197
25	77	0.0196696
25	78	0.0197892
25	79	0.0198035
25	80	0.019798
25	81	0.0198356
25	82	0.0197761
25	83	0.0198857
25	84	0.0197742
25	85	0.0198072
25	86	0.0198013
25	87	0.0197739
25	88	0.0197544
25	89	0.0197715
25	90	0.0197955
25	91	0.0197999
25	92	0.019779
25	93	0.0197986
25	94	0.0198212
25	95	0.0198244
25	96	0.0197979
25	97	0.0198229
25	98	0.0198353
26	0	0.0198494
26	1	0.0198768
26	2	0.019842
26	3	0.0197646
26	4	0.0198561
26	5	0.0199572
26	6	0.0200104
26	7	0.0199277
26	8	0.0199137
26	9	0.0198959
26	10	0.0199583
26	11	0.0198857
26	12	0.0198034
26	13	0.0198878
26	14	0.0198729
26	15	0.0199946
26	16	0.0205857
26	17	0.0202938
26	18	0.0197807
26	19	0.0198743
26	20	0.0197929
26	21	0.0198976
26	22	0.0198257
26	23	0.0198307
26	24	0.0199462
26	25	0.0197604
26	27	0.0196099
26	28	0.0198443
26	29	0.0198763
26	30	0.0198073
26	31	0.0198745
26	32	0.019859
26	33	0.019879
26	34	0.0197888
26	35	0.0198523
26	36	0.0195094
26	37	0.0197964
26	38	0.0197232
26	39	0.0197579
26	40	0.0198073
26	41	0.0198465
26	42	0.0197928
26	43	0.0199085
26	44	0.0197127
26	45	0.0197177
26	46	0.0196731
26	47	0.0195867
26	48	0.0198135
26	49	0.0197837
26	50	0.0198307
26	51	0.0198392
26	52	0.0197613
26	53	0.019711
26	54	0.0197705
26	55	0.019773
26	56	0.0198275
26	57	0.0196786
26	58	0.0197679
26	59	0.0197876
26	60	0.0198054
26	61	0.0198703
26	62	0.0198496
26	63	0.0198101
26	64	0.0197542
26	65	0.019708
26	66	0.0196457
26	67	0.0196776
26	68	0.0197407
26	69	0.0198011
26	70	0.0198167
26	71	0.0197955
26	72	0.0197869
26	73	0.0197822
26	74	0.0197732
26	75	0.0198458
26	76	0.0196765
26	77	0.019612
26	78	0.019778
26	79	0.0197984
26	80	0.0197931
26	81	0.0198272
26	82	0.0197738
26	83	0.0198647
26	84	0.0197598
26	85	0.0197718
26	86	0.0197726
26	87	0.0197673
26	88	0.0197366
26	89	0.0197562
26	90	0.0197891
26	91	0.0197876
26	92	0.0197685
26	93	0.0197802
26	94	0.0197856
26	95	0.0198
26	96	0.0197607
26	97	0.0198087
26	98	0.0198266
27	0	0.0197135
27	1	0.019713
27	2	0.0196791
27	3	0.0196399
27	4	0.0196637
27	5	0.0196395
27	6	0.0197511
27	7	0.0197673
27	8	0.0198052
27	9	0.019764
27	10	0.0198349
27	11	0.0197621
27	12	0.0196845
27	13	0.0197238
27	14	0.019686
27	15	0.0197434
27	16	0.0198716
27	17	0.0203491
27	18	0.0195086
27	19	0.0198482
27	20	0.0196889
27	21	0.0197898
27	22	0.0197155
27	23	0.019723
27	24	0.0197738
27	25	0.0196305
27	26	0.0196099
27	28	0.0198939
27	29	0.0198619
27	30	0.0197339
27	31	0.0197832
27	32	0.0197625
27	33	0.0197446
27	34	0.019682
27	35	0.0197348
27	36	0.0196895
27	37	0.0200132
27	38	0.0197319
27	39	0.0197056
27	40	0.0197566
27	41	0.0197882
27	42	0.0197287
27	43	0.0198095
27	44	0.019645
27	45	0.0196968
27	46	0.0197135
27	47	0.01958
27	48	0.0198769
27	49	0.0197669
27	50	0.0198203
27	51	0.0197812
27	52	0.019697
27	53	0.0196568
27	54	0.0197156
27	55	0.0197194
27	56	0.0198331
27	57	0.0196987
27	58	0.0198039
27	59	0.0197981
27	60	0.01978
27	61	0.0198439
27	62	0.0197901
27	63	0.0197564
27	64	0.0197322
27	65	0.0197058
27	66	0.0196704
27	67	0.0197008
27	68	0.019774
27	69	0.019813
27	70	0.0197787
27	71	0.0197472
27	72	0.0197495
27	73	0.0197239
27	74	0.0197419
27	75	0.0198185
27	76	0.01971
27	77	0.0196141
27	78	0.0197766
27	79	0.0197939
27	80	0.0197777
27	81	0.0197919
27	82	0.0197434
27	83	0.0198184
27	84	0.0197308
27	85	0.019756
27	86	0.0197593
27	87	0.0197806
27	88	0.0197292
27	89	0.0197372
27	90	0.0197694
27	91	0.0197526
27	92	0.0197384
27	93	0.0197547
27	94	0.0197496
27	95	0.0197785
27	96	0.0197311
27	97	0.0198046
27	98	0.0198117
28	0	0.0199609
28	1	0.0199016
28	2	0.0198608
28	3	0.0198635
28	4	0.0198502
28	5	0.0198152
28	6	0.0199482
28	7	0.0200708
28	8	0.0201304
28	9	0.0200096
28	10	0.0199754
28	11	0.0198889
28	12	0.0198311
28	13	0.0198483
28	14	0.0198361
28	15	0.0199196
28	16	0.0199493
28	17	0.0199131
28	18	0.0200036
28	19	0.0201341
28	20	0.0197699
28	21	0.0198699
28	22	0.0198149
28	23	0.0198455
28	24	0.0198804
28	25	0.0198016
28	26	0.0198443
28	27	0.0198939
28	29	0.0199264
28	30	0.0197613
28	31	0.0198327
28	32	0.0198349
28	33	0.0198048
28	34	0.0197815
28	35	0.0198234
28	36	0.0197806
28	37	0.0197196
28	38	0.0190668
28	39	0.0195157
28	40	0.0197509
28	41	0.0198325
28	42	0.0197974
28	43	0.0198634
28	44	0.0197245
28	45	0.0197689
28	46	0.0197266
28	47	0.0195147
28	48	0.0195583
28	49	0.0196263
28	50	0.0198335
28	51	0.0197946
28	52	0.0197317
28	53	0.0197174
28	54	0.0197698
28	55	0.0197422
28	56	0.0197792
28	57	0.019572
28	58	0.019546
28	59	0.0196904
28	60	0.0197375
28	61	0.0198665
28	62	0.0198084
28	63	0.0197879
28	64	0.0197708
28	65	0.0197295
28	66	0.019646
28	67	0.0196146
28	68	0.019654
28	69	0.0197185
28	70	0.0197076
28	71	0.019716
28	72	0.0197649
28	73	0.0197242
28	74	0.019754
28	75	0.0197904
28	76	0.0197048
