id_camera_i	id_camera_j	position_error
3	95	0.0197723
3	96	0.019745
3	97	0.0197899
3	98	0.0197761
4	0	0.0196294
4	1	0.0198046
4	2	0.0197163
4	3	0.0189669
4	5	0.0198152
4	6	0.0195111
4	7	0.0196835
4	8	0.0197056
4	9	0.019826
4	10	0.0199391
4	11	0.0198817
4	12	0.0196434
4	13	0.0198299
4	14	0.0197234
4	15	0.0198453
4	16	0.019466
4	17	0.0195558
4	18	0.0199167
4	19	0.0197358
4	20	0.0197293
4	21	0.0199051
4	22	0.0197542
4	23	0.0197716
4	24	0.0198839
4	25	0.0197737
4	26	0.0198561
4	27	0.0196637
4	28	0.0198502
4	29	0.0198176
4	30	0.0197474
4	31	0.0198794
4	32	0.0198426
4	33	0.0197692
4	34	0.0197721
4	35	0.0197467
4	36	0.0197433
4	37	0.0198033
4	38	0.0197232
4	39	0.0197554
4	40	0.0197481
4	41	0.0197468
4	42	0.0197125
4	43	0.019822
4	44	0.0196684
4	45	0.0197186
4	46	0.0197432
4	47	0.0196735
4	48	0.0197919
4	49	0.0197724
4	50	0.0197689
4	51	0.0197836
4	52	0.0196568
4	53	0.0196599
4	54	0.0197384
4	55	0.0197551
4	56	0.01981
4	57	0.0197177
4	58	0.0197219
4	59	0.0197479
4	60	0.0197419
4	61	0.0198097
4	62	0.0198014
4	63	0.0197485
4	64	0.0196916
4	65	0.0197202
4	66	0.0196804
4	67	0.0197222
4	68	0.019747
4	69	0.0197567
4	70	0.0197666
4	71	0.0197229
4	72	0.0197451
4	73	0.0197217
4	74	0.0197366
4	75	0.0197903
4	76	0.0197299
4	77	0.0196585
4	78	0.0197363
4	79	0.0197635
4	80	0.0197663
4	81	0.0197737
4	82	0.0197156
4	83	0.0198047
4	84	0.0197088
4	85	0.0197712
4	86	0.0197508
4	87	0.019737
4	88	0.0197101
4	89	0.0197189
4	90	0.0197384
4	91	0.0197254
4	92	0.0197129
4	93	0.0197507
4	94	0.0197643
4	95	0.019772
4	96	0.0197437
4	97	0.0197847
4	98	0.0197725
5	0	0.0193758
5	1	0.0195814
5	2	0.0195618
5	3	0.0193327
5	4	0.0198152
5	6	0.0189852
5	7	0.0193915
5	8	0.0195227
5	9	0.0196617
5	10	0.0198306
5	11	0.019808
5	12	0.019683
5	13	0.0199475
5	14	0.0200717
5	15	0.0203026
5	16	0.0194101
5	17	0.0194762
5	18	0.0197979
5	19	0.019672
5	20	0.0196634
5	21	0.0198691
5	22	0.0197955
5	23	0.0198873
5	24	0.0201107
5	25	0.0199578
5	26	0.0199572
5	27	0.0196395
5	28	0.0198152
5	29	0.0197781
5	30	0.0197168
5	31	0.0198676
5	32	0.0198811
5	33	0.0198917
5	34	0.019921
5	35	0.0198979
5	36	0.0198185
5	37	0.019819
5	38	0.0196982
5	39	0.0197228
5	40	0.0197394
5	41	0.0197738
5	42	0.0197728
5	43	0.0199251
5	44	0.0197906
5	45	0.0198313
5	46	0.0198152
5	47	0.0196883
5	48	0.0197927
5	49	0.0197623
5	50	0.0197798
5	51	0.0198098
5	52	0.0197229
5	53	0.0197454
5	54	0.0198412
5	55	0.0198543
5	56	0.0198824
5	57	0.0197463
5	58	0.0197382
5	59	0.0197579
5	60	0.0197609
5	61	0.0198464
5	62	0.019856
5	63	0.0198289
5	64	0.0197852
5	65	0.0198004
5	66	0.0197398
5	67	0.0197548
5	68	0.0197679
5	69	0.0197787
5	70	0.0197912
5	71	0.0197646
5	72	0.0197993
5	73	0.0197947
5	74	0.019815
5	75	0.0198692
5	76	0.0197813
5	77	0.0196927
5	78	0.0197704
5	79	0.0197928
5	80	0.0197975
5	81	0.0198175
5	82	0.0197724
5	83	0.0198716
5	84	0.0197795
5	85	0.0198321
5	86	0.0198068
5	87	0.0197855
5	88	0.0197495
5	89	0.0197569
5	90	0.0197811
5	91	0.0197748
5	92	0.0197681
5	93	0.0198067
5	94	0.0198205
5	95	0.0198283
5	96	0.019794
5	97	0.0198334
5	98	0.0198229
6	0	0.0194908
6	1	0.0196114
6	2	0.0195457
6	3	0.0193963
6	4	0.0195111
6	5	0.0189852
6	7	0.0197048
6	8	0.0197529
6	9	0.01977
6	10	0.0198932
6	11	0.019791
6	12	0.0196096
6	13	0.0197081
6	14	0.0196644
6	15	0.0199526
6	16	0.0194845
6	17	0.0196095
6	18	0.019942
6	19	0.0197837
6	20	0.0196837
6	21	0.0198319
6	22	0.0197016
6	23	0.0197159
6	24	0.0198511
6	25	0.0197688
6	26	0.0200104
6	27	0.0197511
6	28	0.0199482
6	29	0.0198551
6	30	0.0197326
6	31	0.0198275
6	32	0.019789
6	33	0.0197518
6	34	0.019748
6	35	0.0198012
6	36	0.0198265
6	37	0.0198947
6	38	0.0197625
6	39	0.0197588
6	40	0.0197498
6	41	0.0197523
6	42	0.0197094
6	43	0.0198167
6	44	0.0196739
6	45	0.0197549
6	46	0.0198089
6	47	0.0197153
6	48	0.0198434
6	49	0.0197906
6	50	0.0197934
6	51	0.0197802
6	52	0.0196688
6	53	0.0196617
6	54	0.0197496
6	55	0.0197903
6	56	0.0198734
6	57	0.0197612
6	58	0.0197697
6	59	0.0197805
6	60	0.0197613
6	61	0.0198253
6	62	0.0198005
6	63	0.0197606
6	64	0.0197234
6	65	0.0197496
6	66	0.0197206
6	67	0.0197567
6	68	0.0197834
6	69	0.0197913
6	70	0.0197807
6	71	0.0197375
6	72	0.0197546
6	73	0.0197366
6	74	0.0197599
6	75	0.0198315
6	76	0.0197582
6	77	0.0196813
6	78	0.0197731
6	79	0.0197918
6	80	0.0197848
6	81	0.0197912
6	82	0.0197369
6	83	0.0198261
6	84	0.0197379
6	85	0.0197942
6	86	0.0197838
6	87	0.0197769
6	88	0.0197401
6	89	0.0197446
6	90	0.0197648
6	91	0.0197497
6	92	0.0197376
6	93	0.019771
6	94	0.0197825
6	95	0.0197984
6	96	0.0197658
6	97	0.0198144
6	98	0.0198064
7	0	0.0196602
7	1	0.0197244
7	2	0.0196803
7	3	0.0196446
7	4	0.0196835
7	5	0.0193915
7	6	0.0197048
7	8	0.0199557
7	9	0.01986
7	10	0.0200153
7	11	0.0198964
7	12	0.0197277
7	13	0.0197867
7	14	0.0197368
7	15	0.0198764
7	16	0.0195389
7	17	0.0192394
7	18	0.0200877
7	19	0.0199074
7	20	0.0197589
7	21	0.0199169
7	22	0.0197868
7	23	0.0197978
7	24	0.0198729
7	25	0.0197525
7	26	0.0199277
7	27	0.0197673
7	28	0.0200708
7	29	0.0199565
7	30	0.0198103
7	31	0.0199039
7	32	0.0198601
7	33	0.0198032
7	34	0.0197814
7	35	0.0198102
7	36	0.0198157
7	37	0.0199141
7	38	0.019813
7	39	0.0198235
7	40	0.0198253
7	41	0.0198325
7	42	0.0197879
7	43	0.0198714
7	44	0.0197185
7	45	0.0197769
7	46	0.0198142
7	47	0.0197314
7	48	0.0198979
7	49	0.0198569
7	50	0.0198776
7	51	0.0198496
7	52	0.0197373
7	53	0.0197236
7	54	0.0197917
7	55	0.0198092
7	56	0.0198914
7	57	0.0197868
7	58	0.0198165
7	59	0.0198465
7	60	0.0198286
7	61	0.0199005
7	62	0.0198603
7	63	0.0198162
7	64	0.0197766
7	65	0.019784
7	66	0.0197498
7	67	0.0197909
7	68	0.0198359
7	69	0.0198534
7	70	0.0198368
7	71	0.0197952
7	72	0.0198159
7	73	0.0197847
7	74	0.0198055
7	75	0.019868
7	76	0.0197978
7	77	0.0197177
7	78	0.0198173
7	79	0.0198464
7	80	0.0198445
7	81	0.0198474
7	82	0.0197947
7	83	0.019874
7	84	0.0197839
7	85	0.0198344
7	86	0.019822
7	87	0.0198236
7	88	0.0197861
7	89	0.0197931
7	90	0.019818
7	91	0.0198001
7	92	0.019789
7	93	0.0198204
7	94	0.0198245
7	95	0.019842
7	96	0.0198055
7	97	0.0198627
7	98	0.0198539
8	0	0.0196583
8	1	0.0196437
8	2	0.0196462
8	3	0.0197164
8	4	0.0197056
8	5	0.0195227
8	6	0.0197529
8	7	0.0199557
8	9	0.0196327
8	10	0.0199541
8	11	0.0198479
8	12	0.0197165
8	13	0.0197683
8	14	0.0197556
8	15	0.0198855
8	16	0.0196981
8	17	0.0192564
8	18	0.0204219
8	19	0.0198931
8	20	0.0196842
8	21	0.0198832
8	22	0.0197685
8	23	0.0198061
8	24	0.0198686
8	25	0.0197864
8	26	0.0199137
8	27	0.0198052
8	28	0.0201304
8	29	0.0199662
8	30	0.0197744
8	31	0.019882
8	32	0.0198462
8	33	0.0197859
8	34	0.0197899
8	35	0.0198252
8	36	0.0198295
8	37	0.0199126
8	38	0.0198204
8	39	0.0198165
8	40	0.0198047
8	41	0.0198162
8	42	0.0197862
8	43	0.0198642
8	44	0.0197311
8	45	0.0197935
8	46	0.0198199
8	47	0.0197417
8	48	0.0198986
8	49	0.0198558
8	50	0.019878
8	51	0.019836
8	52	0.019728
8	53	0.0197298
8	54	0.0197991
8	55	0.0198106
8	56	0.0198896
8	57	0.019789
8	58	0.0198066
8	59	0.019844
8	60	0.0198171
8	61	0.0199001
8	62	0.019853
8	63	0.0198161
8	64	0.0197873
8	65	0.0197936
8	66	0.0197565
8	67	0.0197967
8	68	0.0198415
8	69	0.0198502
8	70	0.0198219
8	71	0.0197802
8	72	0.0198153
8	73	0.0197778
8	74	0.0198084
8	75	0.0198656
8	76	0.0198105
8	77	0.0197227
8	78	0.019808
8	79	0.0198414
8	80	0.0198426
8	81	0.0198388
8	82	0.0197916
8	83	0.019867
8	84	0.0197823
8	85	0.0198366
8	86	0.0198191
8	87	0.0198233
8	88	0.0197813
8	89	0.0197853
8	90	0.0198109
8	91	0.0197893
8	92	0.0197829
8	93	0.0198189
8	94	0.0198197
8	95	0.0198391
8	96	0.0197999
8	97	0.0198623
8	98	0.0198468
9	0	0.0200336
9	1	0.0198478
9	2	0.0198311
9	3	0.0199371
9	4	0.019826
9	5	0.0196617
9	6	0.01977
9	7	0.01986
9	8	0.0196327
9	10	0.0203014
9	11	0.0200395
9	12	0.0198754
9	13	0.0198668
9	14	0.0198413
9	15	0.0199193
9	16	0.0197174
9	17	0.0193959
9	18	0.0202715
9	19	0.0197963
9	20	0.0197798
9	21	0.0200349
9	22	0.0198859
9	23	0.0199139
9	24	0.0199275
9	25	0.0198391
9	26	0.0198959
9	27	0.019764
9	28	0.0200096
9	29	0.0199857
9	30	0.0198587
9	31	0.020006
9	32	0.0199507
9	33	0.0198519
9	34	0.0198555
9	35	0.0198583
9	36	0.0198325
9	37	0.0198744
9	38	0.0198086
9	39	0.0198644
9	40	0.0198727
9	41	0.0198981
9	42	0.019879
9	43	0.0199316
9	44	0.0197934
9	45	0.0198322
9	46	0.0198274
9	47	0.0197483
9	48	0.0198875
9	49	0.0198943
9	50	0.0199444
9	51	0.0199107
9	52	0.0197962
9	53	0.0198035
9	54	0.0198549
9	55	0.0198415
9	56	0.0198964
9	57	0.0197971
9	58	0.0198026
9	59	0.0198712
9	60	0.0198635
9	61	0.0199716
9	62	0.0199197
9	63	0.0198764
9	64	0.0198387
9	65	0.0198329
9	66	0.0197806
9	67	0.0198178
9	68	0.0198639
9	69	0.0198779
9	70	0.0198629
9	71	0.0198271
9	72	0.0198786
9	73	0.0198266
9	74	0.0198549
9	75	0.0198936
9	76	0.0198475
9	77	0.0197548
9	78	0.0198243
9	79	0.019873
9	80	0.0198909
9	81	0.0198855
9	82	0.0198419
9	83	0.0199101
9	84	0.0198218
9	85	0.0198762
9	86	0.0198468
9	87	0.0198483
9	88	0.0198094
9	89	0.019817
9	90	0.0198472
9	91	0.0198256
9	92	0.0198236
9	93	0.0198638
9	94	0.0198598
9	95	0.0198749
9	96	0.019834
9	97	0.0198973
9	98	0.0198751
10	0	0.0203989
10	1	0.0201013
10	2	0.0200041
10	3	0.0201301
10	4	0.0199391
10	5	0.0198306
10	6	0.0198932
10	7	0.0200153
10	8	0.0199541
10	9	0.0203014
10	11	0.0199551
10	12	0.0198899
10	13	0.0198781
10	14	0.0198976
10	15	0.0199843
10	16	0.0198119
10	17	0.0196373
10	18	0.0202392
10	19	0.0196334
10	20	0.0194159
10	21	0.0198981
10	22	0.0198236
10	23	0.0199262
10	24	0.0199472
10	25	0.0199031
10	26	0.0199583
10	27	0.0198349
10	28	0.0199754
10	29	0.0198517
10	30	0.0196585
10	31	0.0198973
10	32	0.0198937
10	33	0.0198128
10	34	0.0198739
10	35	0.0198868
10	36	0.0198751
10	37	0.01991
10	38	0.0198258
10	39	0.0198214
10	40	0.0197272
10	41	0.0197533
10	42	0.0198115
10	43	0.0198965
10	44	0.0197988
10	45	0.0198525
10	46	0.0198525
10	47	0.0197832
10	48	0.0198701
10	49	0.0198366
10	50	0.0198199
10	51	0.0198098
10	52	0.0197161
10	53	0.0197766
10	54	0.0198498
10	55	0.0198471
10	56	0.0199019
10	57	0.0198089
10	58	0.0197758
10	59	0.0198033
10	60	0.0197668
10	61	0.0198842
10	62	0.0198607
10	63	0.0198394
10	64	0.01982
10	65	0.0198327
10	66	0.0197831
10	67	0.0198182
10	68	0.0198371
10	69	0.0198152
10	70	0.0197903
10	71	0.0197474
10	72	0.0198262
10	73	0.0197854
10	74	0.0198326
10	75	0.0198736
10	76	0.0198447
10	77	0.0197503
10	78	0.0197892
10	79	0.0198223
10	80	0.019834
10	81	0.019823
10	82	0.0197876
10	83	0.0198672
10	84	0.01979
10	85	0.0198594
10	86	0.0198256
10	87	0.0198176
10	88	0.0197748
10	89	0.0197725
10	90	0.0197932
10	91	0.0197703
10	92	0.0197746
10	93	0.0198274
10	94	0.0198306
10	95	0.0198451
10	96	0.0198076
10	97	0.0198639
10	98	0.0198321
11	0	0.0202262
11	1	0.0201496
11	2	0.0200819
11	3	0.0201778
11	4	0.0198817
11	5	0.019808
11	6	0.019791
11	7	0.0198964
11	8	0.0198479
11	9	0.0200395
11	10	0.0199551
11	12	0.0198896
11	13	0.0197832
11	14	0.0198262
11	15	0.0198965
11	16	0.019722
11	17	0.0196296
11	18	0.0200856
11	19	0.0197026
11	20	0.0197357
11	21	0.0198744
11	22	0.0196846
11	23	0.0198604
11	24	0.0198618
11	25	0.0198406
11	26	0.0198857
11	27	0.0197621
11	28	0.0198889
11	29	0.0198177
11	30	0.0196916
11	31	0.0198602
11	32	0.0198083
11	33	0.0196986
11	34	0.0198027
11	35	0.0198063
11	36	0.0198031
11	37	0.0198456
11	38	0.0197795
11	39	0.0198013
11	40	0.019695
11	41	0.0196303
11	42	0.0196959
11	43	0.0197979
11	44	0.0197205
11	45	0.0197771
11	46	0.019783
11	47	0.0197305
11	48	0.0198154
11	49	0.0197939
11	50	0.0197352
11	51	0.0197282
11	52	0.0196003
11	53	0.0196888
11	54	0.0197711
11	55	0.0197737
11	56	0.0198295
11	57	0.0197527
11	58	0.0197229
11	59	0.019744
11	60	0.0197011
11	61	0.0197877
11	62	0.0197762
11	63	0.01975
11	64	0.0197302
11	65	0.0197591
11	66	0.0197149
11	67	0.0197589
11	68	0.019774
11	69	0.0197489
11	70	0.0197332
11	71	0.0196699
11	72	0.0197421
11	73	0.0197023
11	74	0.0197522
11	75	0.0197941
11	76	0.0197767
11	77	0.0196934
11	78	0.0197289
11	79	0.0197582
11	80	0.0197649
11	81	0.0197477
11	82	0.0197025
11	83	0.0197864
11	84	0.0197092
11	85	0.0197897
11	86	0.0197567
11	87	0.0197447
11	88	0.0197103
11	89	0.0197083
11	90	0.0197212
11	91	0.0196963
11	92	0.0196964
11	93	0.0197529
11	94	0.0197626
11	95	0.0197737
11	96	0.0197435
11	97	0.019792
11	98	0.0197591
12	0	0.0198233
12	1	0.0198257
12	2	0.0197826
12	3	0.0198706
12	4	0.0196434
12	5	0.019683
12	6	0.0196096
12	7	0.0197277
12	8	0.0197165
12	9	0.0198754
12	10	0.0198899
12	11	0.0198896
12	13	0.0194913
12	14	0.0196654
12	15	0.0197459
12	16	0.019586
12	17	0.0195787
12	18	0.0199549
12	19	0.0197171
12	20	0.0198426
12	21	0.0201394
12	22	0.0198837
12	23	0.0198405
12	24	0.0197638
12	25	0.0197594
12	26	0.0198034
12	27	0.0196845
12	28	0.0198311
12	29	0.0198228
12	30	0.0198136
12	31	0.0200478
12	32	0.0199751
12	33	0.0196804
12	34	0.0197592
12	35	0.01973
12	36	0.0197366
12	37	0.019796
12	38	0.0197524
12	39	0.0198126
12	40	0.0197906
12	41	0.0197607
12	42	0.0197489
12	43	0.0198027
12	44	0.019682
12	45	0.0197231
12	46	0.0197353
12	47	0.0196983
12	48	0.0198018
12	49	0.0198109
12	50	0.0197852
12	51	0.0198253
12	52	0.0196492
12	53	0.0196902
12	54	0.019748
12	55	0.0197418
12	56	0.0197943
12	57	0.019732
12	58	0.0197246
12	59	0.0197641
12	60	0.0197593
12	61	0.0198342
12	62	0.0198287
12	63	0.0197574
12	64	0.0197001
12	65	0.0197323
12	66	0.0196899
12	67	0.0197438
12	68	0.0197682
12	69	0.0197677
12	70	0.0197883
12	71	0.0197304
12	72	0.0197721
12	73	0.0197206
12	74	0.0197438
12	75	0.0197783
12	76	0.0197572
12	77	0.0196881
12	78	0.0197403
12	79	0.0197787
12	80	0.0197929
12	81	0.019787
12	82	0.0197245
12	83	0.0198034
12	84	0.0197083
12	85	0.0197865
12	86	0.0197548
12	87	0.019741
12	88	0.0197212
12	89	0.0197305
12	90	0.0197463
12	91	0.019727
12	92	0.0197168
12	93	0.0197655
12	94	0.0197769
12	95	0.0197801
12	96	0.0197558
12	97	0.0197966
12	98	0.0197716
13	0	0.0197979
13	1	0.0198575
13	2	0.0198409
13	3	0.019775
13	4	0.0198299
13	5	0.0199475
13	6	0.0197081
13	7	0.0197867
13	8	0.0197683
13	9	0.0198668
13	10	0.0198781
13	11	0.0197832
13	12	0.0194913
13	14	0.0198965
13	15	0.0198587
13	16	0.0196501
13	17	0.019681
13	18	0.019943
13	19	0.0197406
13	20	0.0197674
13	21	0.0198837
13	22	0.0196867
13	23	0.0198143
13	24	0.0199181
13	25	0.0198833
13	26	0.0198878
13	27	0.0197238
13	28	0.0198483
13	29	0.0198179
13	30	0.0197636
13	31	0.0198847
13	32	0.019849
13	33	0.0197494
13	34	0.0198578
13	35	0.0197994
13	36	0.0197965
13	37	0.0198398
13	38	0.0197654
13	39	0.0197904
13	40	0.0197559
13	41	0.01972
13	42	0.0196726
13	43	0.0198216
13	44	0.0197202
13	45	0.0197751
13	46	0.0197881
13	47	0.019732
13	48	0.0198178
13	49	0.019796
13	50	0.0197538
13	51	0.0197835
13	52	0.0196287
13	53	0.0196701
13	54	0.0197779
13	55	0.0197958
13	56	0.0198407
13	57	0.0197631
13	58	0.0197463
13	59	0.0197599
13	60	0.019746
13	61	0.019795
13	62	0.0198098
13	63	0.019756
13	64	0.0197051
13	65	0.0197618
13	66	0.0197212
13	67	0.0197652
13	68	0.0197736
13	69	0.0197672
13	70	0.0197847
13	71	0.019729
13	72	0.0197521
13	73	0.0197354
13	74	0.0197595
13	75	0.0198098
13	76	0.0197726
13	77	0.019704
13	78	0.0197596
13	79	0.0197815
13	80	0.0197812
13	81	0.0197844
13	82	0.0197201
13	83	0.0198181
13	84	0.0197248
13	85	0.0198052
13	86	0.0197789
13	87	0.0197563
13	88	0.0197344
13	89	0.0197404
13	90	0.0197517
13	91	0.019738
13	92	0.0197246
13	93	0.0197716
13	94	0.019794
13	95	0.0197966
13	96	0.0197753
13	97	0.0198063
13	98	0.0197876
14	0	0.0197297
14	1	0.0198119
14	2	0.0197688
14	3	0.0195165
14	4	0.0197234
14	5	0.0200717
14	6	0.0196644
14	7	0.0197368
14	8	0.0197556
14	9	0.0198413
14	10	0.0198976
14	11	0.0198262
14	12	0.0196654
14	13	0.0198965
14	15	0.0197305
14	16	0.0195574
14	17	0.0197008
14	18	0.0198863
14	19	0.0197604
14	20	0.0197621
14	21	0.019885
14	22	0.0197628
14	23	0.0197188
14	24	0.020044
14	25	0.0198631
14	26	0.0198729
14	27	0.019686
14	28	0.0198361
14	29	0.0198232
14	30	0.0197716
14	31	0.0198768
14	32	0.0198488
14	33	0.019846
14	34	0.0198293
14	35	0.0197571
14	36	0.019766
