id_camera_i	id_camera_j	rotation_error
15	78	1.86136
15	79	2.22021
15	80	3.54045
15	81	3.94704
15	82	2.95798
15	83	2.07848
15	84	2.48185
15	85	3.77126
15	86	3.52696
15	87	2.05699
15	88	1.44203
15	89	2.40052
15	90	3.90562
15	91	3.47218
15	92	2.12051
15	93	1.34308
15	94	2.52254
15	95	3.94117
15	96	3.02777
15	97	1.33998
15	98	1.02888
16	0	2.15263
16	1	1.01734
16	2	1.74185
16	3	3.82554
16	4	3.28305
16	5	1.26513
16	6	0.279834
16	7	1.61657
16	8	3.78237
16	9	3.6356
16	10	1.85283
16	11	0.211162
16	12	1.25056
16	13	3.82074
16	14	3.17122
16	15	1.03725
16	17	1.4251
16	18	3.72587
16	19	3.53236
16	20	1.43271
16	21	0.0720109
16	22	1.37911
16	23	3.77117
16	24	3.26253
16	25	1.17735
16	26	0.327623
16	27	1.55479
16	28	3.76876
16	29	3.36309
16	30	1.34087
16	31	0.585429
16	32	1.97513
16	33	3.86944
16	34	3.39241
16	35	1.86384
16	36	1.22699
16	37	2.23624
16	38	3.88329
16	39	3.26886
16	40	1.63841
16	41	1.56341
16	42	2.91597
16	43	3.94559
16	44	3.65596
16	45	2.55005
16	46	2.49432
16	47	3.23017
16	48	3.99775
16	49	3.28545
16	50	2.24814
16	51	2.6545
16	52	3.71536
16	53	3.99869
16	54	3.81356
16	55	3.34869
16	56	3.6023
16	57	3.92882
16	58	3.93356
16	59	3.55129
16	60	3.16168
16	61	3.57707
16	62	3.99118
16	63	3.92499
16	64	3.90342
16	65	3.89887
16	66	3.99865
16	67	3.89839
16	68	3.70269
16	69	3.7412
16	70	3.88086
16	71	3.99937
16	72	3.90754
16	73	3.79247
16	74	3.91825
16	75	3.99949
16	76	3.65586
16	77	3.30601
16	78	3.43902
16	79	3.84182
16	80	3.97344
16	81	3.67216
16	82	3.31112
16	83	3.48634
16	84	3.92987
16	85	3.86229
16	86	2.8067
16	87	2.48038
16	88	3.17244
16	89	3.90885
16	90	3.63616
16	91	2.71227
16	92	2.36116
16	93	3.01567
16	94	3.94095
16	95	3.51312
16	96	1.76339
16	97	1.5891
16	98	2.83459
17	0	3.76223
17	1	1.94158
17	2	0.254319
17	3	1.74653
17	4	3.8582
17	5	3.47782
17	6	1.56828
17	7	0.192077
17	8	1.66653
17	9	3.65082
17	10	3.73651
17	11	1.63322
17	12	0.0361642
17	13	1.79447
17	14	3.89801
17	15	3.39373
17	16	1.4251
17	18	1.58288
17	19	3.72908
17	20	3.63412
17	21	1.81611
17	22	0.597647
17	23	1.85812
17	24	3.85473
17	25	3.47976
17	26	1.7261
17	27	0.33415
17	28	1.78522
17	29	3.82218
17	30	3.60994
17	31	2.2237
17	32	1.31404
17	33	2.18634
17	34	3.77734
17	35	3.80144
17	36	2.50786
17	37	1.22039
17	38	2.24155
17	39	3.85473
17	40	3.70174
17	41	2.7315
17	42	2.06089
17	43	2.43701
17	44	3.55064
17	45	3.97528
17	46	3.36604
17	47	2.5305
17	48	2.90855
17	49	3.84379
17	50	3.91174
17	51	3.46579
17	52	3.05781
17	53	2.98922
17	54	3.33187
17	55	3.9383
17	56	3.93141
17	57	3.61485
17	58	3.43523
17	59	3.66437
17	60	3.9618
17	61	3.9788
17	62	3.79328
17	63	3.5007
17	64	3.14551
17	65	3.47243
17	66	3.93318
17	67	3.99395
17	68	3.76685
17	69	3.44613
17	70	3.465
17	71	3.79432
17	72	3.99968
17	73	3.75636
17	74	3.1087
17	75	2.96362
17	76	3.34388
17	77	3.88257
17	78	3.91329
17	79	3.27806
17	80	2.62679
17	81	3.1971
17	82	3.82155
17	83	3.934
17	84	3.06931
17	85	2.29768
17	86	2.38125
17	87	3.51633
17	88	3.97092
17	89	3.12647
17	90	1.69647
17	91	2.28592
17	92	3.35541
17	93	3.99628
17	94	3.03311
17	95	1.4449
17	96	1.35064
17	97	3.0482
17	98	3.99965
18	0	3.40963
18	1	3.84454
18	2	1.76109
18	3	0.0844243
18	4	1.71474
18	5	3.64012
18	6	3.80364
18	7	1.81652
18	8	0.0621871
18	9	1.25115
18	10	3.37536
18	11	3.82177
18	12	1.71311
18	13	0.0473323
18	14	1.84812
18	15	3.73211
18	16	3.72587
18	17	1.58288
18	19	1.38674
18	20	3.48009
18	21	3.86196
18	22	2.0232
18	23	0.209112
18	24	1.73204
18	25	3.73749
18	26	3.70506
18	27	1.62013
18	28	0.0973275
18	29	1.58225
18	30	3.5611
18	31	3.88487
18	32	2.25254
18	33	0.379313
18	34	1.57148
18	35	3.5442
18	36	3.82344
18	37	1.84706
18	38	0.393129
18	39	1.68798
18	40	3.60061
18	41	3.86109
18	42	2.17715
18	43	0.47176
18	44	1.20759
18	45	3.29502
18	46	3.93737
18	47	2.38262
18	48	0.853208
18	49	1.67243
18	50	3.4085
18	51	3.95579
18	52	2.46374
18	53	0.841694
18	54	0.909878
18	55	2.88788
18	56	3.99778
18	57	3.02513
18	58	1.35203
18	59	1.30966
18	60	2.72267
18	61	3.96939
18	62	3.19226
18	63	1.50932
18	64	0.697605
18	65	2.26731
18	66	3.97351
18	67	3.48518
18	68	1.78708
18	69	1.05107
18	70	2.03132
18	71	3.74893
18	72	3.62935
18	73	1.92763
18	74	0.65506
18	75	1.93907
18	76	3.81912
18	77	3.70269
18	78	2.08052
18	79	0.863077
18	80	1.47415
18	81	3.62494
18	82	3.82368
18	83	2.25449
18	84	0.624925
18	85	1.59308
18	86	3.52483
18	87	3.87361
18	88	2.2443
18	89	0.735716
18	90	1.11657
18	91	3.47563
18	92	3.94146
18	93	2.43692
18	94	0.5954
18	95	1.00727
18	96	3.17334
18	97	3.96372
18	98	2.47421
19	0	1.22061
19	1	3.39314
19	2	3.78703
19	3	1.33814
19	4	0.0999082
19	5	1.4249
19	6	3.3776
19	7	3.81933
19	8	1.42765
19	9	0.012338
19	10	1.06392
19	11	3.35149
19	12	3.78316
19	13	1.19685
19	14	0.181004
19	15	1.70448
19	16	3.53235
19	17	3.72908
19	18	1.38674
19	20	1.20656
19	21	3.37297
19	22	3.77801
19	23	1.28314
19	24	0.185805
19	25	1.93341
19	26	3.7088
19	27	3.62695
19	28	1.24948
19	29	0.0287015
19	30	1.5225
19	31	3.54784
19	32	3.68662
19	33	1.124
19	34	0.227041
19	35	1.99685
19	36	3.80879
19	37	3.43775
19	38	1.08532
19	39	0.124622
19	40	1.95332
19	41	3.83703
19	42	3.27865
19	43	0.934431
19	44	0.292739
19	45	2.07626
19	46	3.92288
19	47	3.19831
19	48	0.801312
19	49	0.157474
19	50	2.03814
19	51	3.92683
19	52	2.83018
19	53	0.652059
19	54	0.295273
19	55	2.23683
19	56	3.99408
19	57	2.95111
19	58	0.607195
19	59	0.141341
19	60	1.77741
19	61	3.90523
19	62	2.90514
19	63	0.709896
19	64	0.309543
19	65	2.36138
19	66	3.99248
19	67	2.74913
19	68	0.474608
19	69	0.297976
19	70	2.04591
19	71	3.94116
19	72	2.97694
19	73	0.75484
19	74	0.303203
19	75	2.57901
19	76	3.96363
19	77	2.46959
19	78	0.416418
19	79	0.334267
19	80	2.36488
19	81	3.99997
19	82	2.74046
19	83	0.635084
19	84	0.337775
19	85	2.77341
19	86	3.95963
19	87	2.40865
19	88	0.349893
19	89	0.403009
19	90	2.70241
19	91	3.965
19	92	2.60179
19	93	0.413493
19	94	0.352021
19	95	2.733
19	96	3.96964
19	97	2.43367
19	98	0.367218
20	0	0.546841
20	1	1.70862
20	2	3.65195
20	3	3.36631
20	4	0.918121
20	5	0.0393123
20	6	1.34348
20	7	3.59819
20	8	3.44759
20	9	1.37252
20	10	0.198725
20	11	1.25887
20	12	3.54682
20	13	3.32481
20	14	0.834718
20	15	0.111462
20	16	1.43271
20	17	3.63412
20	18	3.48009
20	19	1.20656
20	21	1.2409
20	22	3.58816
20	23	3.39894
20	24	0.946813
20	25	0.401561
20	26	1.86891
20	27	3.73064
20	28	3.397
20	29	0.994731
20	30	0.202223
20	31	1.756
20	32	3.78493
20	33	3.2351
20	34	1.13503
20	35	0.922952
20	36	2.44922
20	37	3.91586
20	38	3.20548
20	39	0.936724
20	40	0.766741
20	41	2.6663
20	42	3.99734
20	43	3.02816
20	44	1.54247
20	45	1.49143
20	46	3.21992
20	47	3.99533
20	48	2.7508
20	49	0.97727
20	50	1.25986
20	51	3.3019
20	52	3.84573
20	53	2.57249
20	54	1.81796
20	55	2.27841
20	56	3.83651
20	57	3.74034
20	58	2.22736
20	59	1.31462
20	60	1.82891
20	61	3.68511
20	62	3.60772
20	63	2.24547
20	64	2.02596
20	65	3.01123
20	66	3.99789
20	67	3.16629
20	68	1.6823
20	69	1.69264
20	70	2.8434
20	71	3.97748
20	72	3.29826
20	73	1.9784
20	74	2.06265
20	75	3.45347
20	76	3.77399
20	77	2.34054
20	78	1.27506
20	79	1.89473
20	80	3.50338
20	81	3.87736
20	82	2.52654
20	83	1.46067
20	84	2.11466
20	85	3.76727
20	86	3.39949
20	87	1.64371
20	88	0.91553
20	89	2.07735
20	90	3.86698
20	91	3.36773
20	92	1.72288
20	93	0.79499
20	94	2.15461
20	95	3.90601
20	96	3.01787
20	97	1.06783
20	98	0.573558
21	0	2.19687
21	1	1.38379
21	2	2.21749
21	3	3.94326
21	4	3.05447
21	5	1.14324
21	6	0.538595
21	7	2.09816
21	8	3.91453
21	9	3.49874
21	10	1.7981
21	11	0.395366
21	12	1.58749
21	13	3.92593
21	14	2.90685
21	15	0.783198
21	16	0.0720109
21	17	1.81611
21	18	3.86196
21	19	3.37297
21	20	1.2409
21	22	1.48211
21	23	3.86512
21	24	2.9956
21	25	0.796698
21	26	0.17023
21	27	1.75974
21	28	3.87108
21	29	3.16127
21	30	1.02019
21	31	0.33216
21	32	1.95301
21	33	3.92773
21	34	3.12438
21	35	1.36997
21	36	0.869588
21	37	2.25525
21	38	3.93531
21	39	3.01954
21	40	1.20545
21	41	1.20561
21	42	2.86529
21	43	3.98003
21	44	3.42734
21	45	2.03899
21	46	2.0782
21	47	3.13014
21	48	3.9998
21	49	3.02734
21	50	1.75697
21	51	2.25368
21	52	3.65027
21	53	3.98756
21	54	3.63877
21	55	2.92204
21	56	3.3102
21	57	3.86495
21	58	3.90878
21	59	3.32843
21	60	2.73361
21	61	3.25707
21	62	3.95938
21	63	3.90488
21	64	3.77424
21	65	3.6753
21	66	3.9335
21	67	3.95986
21	68	3.66021
21	69	3.53985
21	70	3.66749
21	71	3.93438
21	72	3.97012
21	73	3.78015
21	74	3.80019
21	75	3.94488
21	76	3.86864
21	77	3.47596
21	78	3.3815
21	79	3.67506
21	80	3.99412
21	81	3.87778
21	82	3.50332
21	83	3.4695
21	84	3.81593
21	85	3.98624
21	86	3.22476
21	87	2.70939
21	88	3.07521
21	89	3.77344
21	90	3.8652
21	91	3.13373
21	92	2.6342
21	93	2.94073
21	94	3.8344
21	95	3.78552
21	96	2.27428
21	97	1.81791
21	98	2.6995
22	0	3.93933
22	1	2.84638
22	2	1.42556
22	3	2.39877
22	4	3.93071
22	5	3.51471
22	6	2.10786
22	7	1.3213
22	8	2.33737
22	9	3.69055
22	10	3.84905
22	11	2.02459
22	12	0.40498
22	13	2.16203
22	14	3.97331
22	15	3.19832
22	16	1.37911
22	17	0.597647
22	18	2.0232
22	19	3.77801
22	20	3.58816
22	21	1.48211
22	23	1.83111
22	24	3.95983
22	25	3.04799
22	26	0.97703
22	27	0.0736707
22	28	1.88746
22	29	3.89246
22	30	3.32752
22	31	1.31782
22	32	0.224372
22	33	1.99461
22	34	3.93744
22	35	3.27598
22	36	1.23674
22	37	0.233081
22	38	2.02037
22	39	3.95304
22	40	3.18704
22	41	1.41244
22	42	0.827914
22	43	2.24908
22	44	3.8281
22	45	3.55645
22	46	1.99028
22	47	1.17617
22	48	2.55107
22	49	3.95616
22	50	3.41773
22	51	2.13407
22	52	1.85943
22	53	2.73449
22	54	3.66241
22	55	3.87535
22	56	2.99376
22	57	2.53844
22	58	3.09465
22	59	3.85326
22	60	3.88929
22	61	3.21036
22	62	2.88165
22	63	3.1231
22	64	3.4847
22	65	3.99154
22	66	3.72761
22	67	3.52647
22	68	3.53246
22	69	3.7589
22	70	3.97608
22	71	3.90001
22	72	3.57046
22	73	3.40751
22	74	3.43436
22	75	3.85386
22	76	3.99584
22	77	3.95748
22	78	3.77219
22	79	3.63385
22	80	3.63766
22	81	3.97216
22	82	3.97459
22	83	3.73628
22	84	3.42136
22	85	3.50846
22	86	3.61271
22	87	3.94763
22	88	3.91314
22	89	3.51075
22	90	3.01067
22	91	3.53857
22	92	3.89937
22	93	3.95491
22	94	3.38679
22	95	2.78246
22	96	2.72722
22	97	3.61389
22	98	3.99162
23	0	3.07551
23	1	3.98193
23	2	2.32204
23	3	0.388151
23	4	1.64481
23	5	3.51948
23	6	3.91382
23	7	2.32251
23	8	0.472873
23	9	1.14748
23	10	3.13369
23	11	3.92307
23	12	1.92791
23	13	0.126122
23	14	1.84298
23	15	3.70867
23	16	3.77117
23	17	1.85812
23	18	0.209112
23	19	1.28314
23	20	3.39894
23	21	3.86512
23	22	1.83111
23	24	1.77517
23	25	3.78821
23	26	3.62418
23	27	1.51117
23	28	0.0261873
23	29	1.54175
23	30	3.61899
23	31	3.78178
23	32	1.77184
23	33	0.0379066
23	34	1.70113
23	35	3.70614
23	36	3.63012
23	37	1.3773
23	38	0.0574742
23	39	1.76292
23	40	3.76186
23	41	3.62263
23	42	1.45861
23	43	0.0913312
23	44	1.43123
23	45	3.58523
23	46	3.69256
23	47	1.63173
23	48	0.329364
23	49	1.78611
23	50	3.67478
23	51	3.7113
23	52	1.60176
23	53	0.349891
23	54	1.12052
23	55	3.36472
23	56	3.81025
23	57	2.21157
23	58	0.753686
23	59	1.4594
23	60	3.20489
23	61	3.95374
23	62	2.39739
23	63	0.857042
23	64	0.862529
23	65	2.94818
23	66	3.93366
23	67	2.795
23	68	1.20887
23	69	1.31134
23	70	2.77637
23	71	3.99541
23	72	2.99181
23	73	1.25709
23	74	0.79318
23	75	2.7119
23	76	3.9999
23	77	3.1787
23	78	1.55829
23	79	1.08997
23	80	2.33647
23	81	3.96775
23	82	3.36639
23	83	1.66601
23	84	0.796833
23	85	2.41538
23	86	3.89891
23	87	3.54052
23	88	1.81011
23	89	0.919069
23	90	1.95116
23	91	3.88058
23	92	3.68681
23	93	2.02316
23	94	0.756694
23	95	1.76206
23	96	3.62657
23	97	3.79456
23	98	2.14173
24	0	1.44476
24	1	3.39582
24	2	3.84308
24	3	1.49603
24	4	0.0312189
24	5	1.21107
24	6	3.25155
24	7	3.87012
24	8	1.65292
24	9	0.276328
24	10	1.08865
24	11	3.15222
24	12	3.91588
24	13	1.50896
24	14	0.00742394
24	15	1.25259
24	16	3.26253
24	17	3.85473
24	18	1.73204
24	19	0.185805
24	20	0.946813
24	21	2.9956
24	22	3.95983
24	23	1.77517
24	25	1.31349
24	26	3.34561
24	27	3.85429
24	28	1.72182
24	29	0.0819101
24	30	1.05993
24	31	3.11766
24	32	3.93334
24	33	1.67984
24	34	0.0196855
24	35	1.24397
24	36	3.40112
24	37	3.79667
24	38	1.67543
24	39	0.0329897
24	40	1.34192
24	41	3.474
24	42	3.70214
24	43	1.46841
24	44	0.122781
24	45	1.2878
24	46	3.58286
24	47	3.69242
24	48	1.423
24	49	0.0365698
24	50	1.33688
24	51	3.60801
24	52	3.40721
24	53	1.18779
24	54	0.222504
24	55	1.49125
24	56	3.8064
24	57	3.51735
24	58	1.19669
24	59	0.0795873
24	60	1.12294
24	61	3.57431
24	62	3.46297
24	63	1.30592
24	64	0.329517
24	65	1.76344
24	66	3.94113
24	67	3.2922
24	68	0.972888
24	69	0.193721
24	70	1.59161
24	71	3.72753
24	72	3.46443
24	73	1.35689
24	74	0.355455
24	75	2.10505
24	76	3.9959
24	77	2.93114
24	78	0.819335
24	79	0.257373
24	80	2.07388
24	81	3.9532
24	82	3.16568
24	83	1.14874
24	84	0.384021
24	85	2.44656
24	86	3.99859
24	87	2.71945
24	88	0.593082
24	89	0.342818
24	90	2.54436
24	91	3.99734
24	92	2.90946
24	93	0.701394
24	94	0.407162
24	95	2.58841
24	96	3.98593
24	97	2.56208
24	98	0.468985
25	0	1.64834
25	1	2.33588
25	2	3.67693
25	3	3.55961
25	4	1.4564
25	5	0.539808
25	6	1.62374
25	7	3.61898
25	8	3.63608
25	9	2.13051
25	10	1.06752
25	11	1.40589
25	12	3.30621
25	13	3.63273
25	14	1.24979
25	15	0.131151
25	16	1.17735
25	17	3.47976
25	18	3.73749
25	19	1.93341
25	20	0.401561
25	21	0.796698
25	22	3.04799
25	23	3.78821
25	24	1.31349
25	26	1.07459
25	27	3.35423
25	28	3.7633
25	29	1.61575
25	30	0.10829
25	31	0.881502
25	32	3.20119
25	33	3.73066
25	34	1.41863
25	35	0.195933
25	36	1.30889
25	37	3.47548
25	38	3.72499
25	39	1.37509
25	40	0.203641
25	41	1.55058
25	42	3.69785
25	43	3.60043
25	44	1.78039
25	45	0.633914
25	46	2.06469
25	47	3.76154
25	48	3.49505
25	49	1.36293
25	50	0.490085
25	51	2.19619
25	52	3.96973
25	53	3.32711
25	54	2.11866
25	55	1.43482
25	56	3.04868
25	57	3.99053
25	58	3.16243
25	59	1.70481
25	60	1.16452
25	61	2.80159
25	62	3.99946
25	63	3.19918
25	64	2.39123
25	65	2.38949
25	66	3.72135
25	67	3.89122
25	68	2.73138
25	69	1.95747
25	70	2.36918
25	71	3.57608
25	72	3.93615
25	73	3.04871
25	74	2.45612
25	75	3.00315
25	76	3.99881
25	77	3.39759
25	78	2.35323
25	79	2.17691
25	80	3.2302
25	81	3.9889
25	82	3.51412
25	83	2.61431
25	84	2.48446
25	85	3.50876
25	86	3.85847
25	87	2.76179
25	88	1.91383
25	89	2.36782
25	90	3.75551
25	91	3.82076
25	92	2.82208
25	93	1.85758
25	94	2.52868
25	95	3.82578
25	96	3.45149
25	97	2.04308
25	98	1.46896
26	0	2.95146
26	1	2.11019
26	2	2.36469
26	3	3.85694
26	4	3.44123
26	5	1.83499
26	6	1.12022
26	7	2.23812
26	8	3.82135
26	9	3.79697
26	10	2.54277
26	11	0.938889
26	12	1.44282
26	13	3.78574
26	14	3.29106
26	15	1.2888
26	16	0.327623
26	17	1.7261
26	18	3.70506
26	19	3.7088
26	20	1.86891
26	21	0.17023
26	22	0.97703
26	23	3.62418
26	24	3.34561
26	25	1.07459
26	27	1.33332
26	28	3.65731
26	29	3.53224
26	30	1.41387
26	31	0.103366
26	32	1.24797
26	33	3.70311
26	34	3.42081
26	35	1.42424
26	36	0.347449
26	37	1.56619
26	38	3.71397
26	39	3.37262
26	40	1.30614
26	41	0.612563
26	42	2.1291
26	43	3.81835
26	44	3.64344
26	45	1.9608
26	46	1.36774
26	47	2.39234
26	48	3.9051
26	49	3.36262
26	50	1.7104
26	51	1.54589
26	52	3.07321
26	53	3.95951
26	54	3.81379
26	55	2.77046
26	56	2.70353
26	57	3.41554
26	58	3.99824
26	59	3.59906
26	60	2.67912
26	61	2.7007
26	62	3.63174
26	63	3.99798
26	64	3.9148
26	65	3.56961
26	66	3.64333
26	67	3.9546
26	68	3.94401
26	69	3.73079
26	70	3.60159
26	71	3.6973
26	72	3.94347
26	73	3.98971
26	74	3.93393
26	75	3.89114
26	76	3.99905
26	77	3.89403
26	78	3.79916
26	79	3.83617
26	80	3.98107
26	81	3.99792
26	82	3.90471
26	83	3.86399
26	84	3.93969
26	85	3.99922
26	86	3.64698
26	87	3.4007
26	88	3.58244
26	89	3.90651
26	90	3.9003
26	91	3.57554
26	92	3.33819
26	93	3.49742
26	94	3.9508
26	95	3.8177
26	96	2.79239
26	97	2.63404
26	98	3.27812
27	0	3.95959
27	1	2.77435
27	2	1.07096
27	3	1.94288
27	4	3.81654
27	5	3.64946
27	6	2.12869
27	7	0.967267
27	8	1.90663
27	9	3.52585
27	10	3.9062
27	11	2.11074
27	12	0.229832
27	13	1.75252
27	14	3.88496
27	15	3.429
27	16	1.55479
27	17	0.33415
27	18	1.62013
27	19	3.62695
27	20	3.73064
27	21	1.75974
27	22	0.0736707
27	23	1.51117
27	24	3.85429
27	25	3.35423
27	26	1.33332
27	28	1.54787
27	29	3.76896
27	30	3.55617
27	31	1.71246
27	32	0.393852
27	33	1.72542
27	34	3.8067
27	35	3.59132
27	36	1.7268
27	37	0.337847
27	38	1.7694
27	39	3.8504
27	40	3.48476
27	41	1.87701
27	42	0.972589
27	43	1.98227
27	44	3.62834
27	45	3.81466
27	46	2.48706
27	47	1.40068
27	48	2.36555
27	49	3.85241
27	50	3.6985
27	51	2.60485
27	52	2.01491
27	53	2.51862
27	54	3.40694
27	55	3.99003
27	56	3.35907
27	57	2.74273
27	58	2.95648
27	59	3.68623
27	60	3.99022
27	61	3.54604
27	62	3.05819
27	63	3.00261
27	64	3.19221
27	65	3.8799
27	66	3.89746
27	67	3.63361
27	68	3.42566
27	69	3.53586
27	70	3.85167
27	71	3.98843
27	72	3.6864
27	73	3.3319
27	74	3.13637
27	75	3.60323
27	76	3.93863
27	77	3.97751
27	78	3.68873
27	79	3.36643
27	80	3.3222
27	81	3.88065
27	82	3.99237
27	83	3.67795
27	84	3.1172
27	85	3.12939
27	86	3.39436
27	87	3.93191
27	88	3.84397
27	89	3.20668
27	90	2.55851
27	91	3.32183
27	92	3.86704
27	93	3.91068
27	94	3.07596
27	95	2.28749
27	96	2.45314
27	97	3.60962
27	98	3.95799
28	0	3.14677
28	1	3.95898
28	2	2.16288
28	3	0.26818
28	4	1.62334
28	5	3.53591
28	6	3.89468
28	7	2.18663
28	8	0.300281
28	9	1.10684
28	10	3.17727
28	11	3.90245
28	12	1.86468
28	13	0.0677119
28	14	1.80525
28	15	3.70187
28	16	3.76876
28	17	1.78522
28	18	0.0973274
28	19	1.24948
28	20	3.397
28	21	3.87108
28	22	1.88746
28	23	0.0261873
28	24	1.72182
28	25	3.7633
28	26	3.65731
28	27	1.54787
28	29	1.49457
28	30	3.57814
28	31	3.82626
28	32	1.92625
28	33	0.0999143
28	34	1.62001
28	35	3.65214
28	36	3.69914
28	37	1.51568
28	38	0.109202
28	39	1.68492
28	40	3.69845
28	41	3.71645
28	42	1.68883
28	43	0.167628
28	44	1.31961
28	45	3.4969
28	46	3.78667
28	47	1.85335
28	48	0.440697
28	49	1.6968
28	50	3.58509
28	51	3.81096
28	52	1.86685
28	53	0.459112
28	54	1.01078
28	55	3.22632
28	56	3.89709
28	57	2.45939
28	58	0.890576
28	59	1.35707
28	60	3.04538
28	61	3.99075
28	62	2.64509
28	63	1.01645
28	64	0.765867
28	65	2.75114
28	66	3.98113
28	67	3.01259
28	68	1.34224
28	69	1.18117
28	70	2.53297
28	71	3.95954
28	72	3.20091
28	73	1.42034
28	74	0.704144
28	75	2.491
28	76	3.98404
28	77	3.34462
28	78	1.67564
28	79	0.976809
28	80	2.06265
28	81	3.9035
28	82	3.51849
28	83	1.8014
28	84	0.696654
28	85	2.18114
28	86	3.82368
28	87	3.64717
28	88	1.90534
28	89	0.828017
28	90	1.69871
28	91	3.79383
28	92	3.76955
28	93	2.10398
28	94	0.661005
28	95	1.54494
28	96	3.52184
28	97	3.84915
28	98	2.20626
29	0	1.20021
29	1	3.3271
29	2	3.84414
29	3	1.47037
29	4	0.0386334
29	5	1.23155
29	6	3.24863
29	7	3.87369
29	8	1.57082
29	9	0.0724657
29	10	0.963904
29	11	3.20254
29	12	3.87376
29	13	1.38707
29	14	0.0769595
29	15	1.43275
29	16	3.36309
29	17	3.82218
29	18	1.58225
29	19	0.0287015
29	20	0.994731
29	21	3.16127
29	22	3.89246
29	23	1.54175
29	24	0.0819101
29	25	1.61575
29	26	3.53224
29	27	3.76896
29	28	1.49457
29	30	1.23606
29	31	3.33231
29	32	3.83408
29	33	1.39771
29	34	0.121503
29	35	1.65929
29	36	3.64233
29	37	3.63803
29	38	1.36536
29	39	0.0386162
29	40	1.63059
29	41	3.68412
29	42	3.50614
29	43	1.19452
29	44	0.218411
29	45	1.75004
29	46	3.80702
29	47	3.44513
29	48	1.0728
29	49	0.0616664
29	50	1.712
29	51	3.81631
29	52	3.10418
29	53	0.89202
29	54	0.271378
29	55	1.9574
29	56	3.95087
29	57	3.20159
29	58	0.840579
29	59	0.0859878
29	60	1.49771
29	61	3.80042
29	62	3.14445
29	63	0.946511
29	64	0.331971
29	65	2.16484
29	66	3.99913
29	67	2.95729
29	68	0.646901
29	69	0.247981
29	70	1.87096
29	71	3.88138
29	72	3.1668
29	73	0.971397
29	74	0.339943
29	75	2.44545
29	76	3.98614
29	77	2.60939
29	78	0.532346
29	79	0.313198
29	80	2.2856
29	81	3.99529
29	82	2.87012
29	83	0.789142
29	84	0.372823
29	85	2.70708
29	86	3.96954
29	87	2.46018
29	88	0.39521
29	89	0.405742
29	90	2.70108
29	91	3.97169
29	92	2.64637
29	93	0.455291
29	94	0.393611
29	95	2.75002
29	96	3.96125
29	97	2.39212
29	98	0.342031
30	0	1.26682
30	1	2.27796
30	2	3.75405
30	3	3.40172
30	4	1.16431
30	5	0.360344
30	6	1.61724
30	7	3.69159
30	8	3.4523
30	9	1.6955
30	10	0.749708
30	11	1.50134
30	12	3.48892
30	13	3.45492
30	14	0.994671
30	15	0.11544
30	16	1.34087
30	17	3.60994
30	18	3.5611
30	19	1.5225
30	20	0.202223
30	21	1.02019
30	22	3.32752
30	23	3.61899
30	24	1.05993
30	25	0.10829
30	26	1.41387
30	27	3.55617
30	28	3.57814
30	29	1.23606
30	31	1.15105
30	32	3.46027
30	33	3.53013
30	34	1.16816
30	35	0.384013
30	36	1.73821
30	37	3.69816
30	38	3.50772
30	39	1.03727
30	40	0.204686
30	41	1.88366
30	42	3.85125
30	43	3.37362
30	44	1.52494
30	45	0.828375
30	46	2.46144
30	47	3.91621
30	48	3.215
30	49	1.03426
30	50	0.566723
30	51	2.54045
30	52	3.99994
30	53	3.04522
30	54	1.84799
30	55	1.5926
30	56	3.32352
30	57	3.99066
30	58	2.82909
30	59	1.37193
30	60	1.16504
30	61	3.06253
30	62	3.95752
30	63	2.8791
30	64	2.11275
30	65	2.45898
30	66	3.85457
30	67	3.75153
30	68	2.36452
30	69	1.66839
30	70	2.27819
30	71	3.68056
30	72	3.82888
30	73	2.69416
30	74	2.17336
30	75	3.03575
30	76	3.99335
30	77	3.16247
30	78	1.97417
30	79	1.91486
30	80	3.14575
30	81	3.99818
30	82	3.30867
30	83	2.21653
30	84	2.20267
30	85	3.5069
30	86	3.79623
30	87	2.51051
30	88	1.56402
30	89	2.13734
30	90	3.70812
30	91	3.77661
30	92	2.55609
30	93	1.45674
30	94	2.25142
30	95	3.79684
30	96	3.41575
30	97	1.8277
30	98	1.13979
31	0	2.9741
31	1	2.50554
31	2	2.88442
31	3	3.96915
31	4	3.25571
31	5	1.81061
31	6	1.45669
31	7	2.74649
31	8	3.96176
31	9	3.65064
31	10	2.52114
31	11	1.30923
31	12	1.95684
31	13	3.91964
31	14	3.07601
31	15	1.2003
31	16	0.585429
31	17	2.2237
31	18	3.88487
31	19	3.54784
31	20	1.756
31	21	0.33216
31	22	1.31782
31	23	3.78178
31	24	3.11766
31	25	0.881502
31	26	0.103366
31	27	1.71246
31	28	3.82626
31	29	3.33231
31	30	1.15105
31	32	1.38347
31	33	3.8262
31	34	3.17257
31	35	1.08877
31	36	0.220953
31	37	1.76815
31	38	3.83788
31	39	3.1207
31	40	0.893197
31	41	0.337223
31	42	2.14661
31	43	3.90528
31	44	3.40895
31	45	1.53225
31	46	1.0334
31	47	2.39599
31	48	3.95443
31	49	3.09705
31	50	1.22764
31	51	1.15556
31	52	3.01813
31	53	3.98836
31	54	3.62993
31	55	2.31328
31	56	2.32477
31	57	3.31864
31	58	3.99943
31	59	3.36144
31	60	2.17468
