id_camera_i	id_camera_j	rotation_error
10	58	1.63725
10	59	1.43316
10	60	2.5421
10	61	3.98372
10	62	2.94731
10	63	1.61632
10	64	2.05638
10	65	3.48938
10	66	3.77974
10	67	2.3473
10	68	1.08812
10	69	1.85603
10	70	3.32289
10	71	3.93694
10	72	2.51224
10	73	1.28414
10	74	2.06486
10	75	3.76726
10	76	3.3063
10	77	1.46732
10	78	0.729543
10	79	2.0066
10	80	3.75657
10	81	3.51797
10	82	1.66652
10	83	0.804001
10	84	2.13221
10	85	3.9286
10	86	2.92245
10	87	0.898832
10	88	0.498439
10	89	2.14503
10	90	3.95527
10	91	2.90423
10	92	0.996684
10	93	0.35828
10	94	2.1611
10	95	3.96769
10	96	2.70547
10	97	0.58018
10	98	0.300867
11	0	1.56188
11	1	0.376253
11	2	1.59065
11	3	3.87979
11	4	3.10407
11	5	0.987101
11	6	0.053
11	7	1.51836
11	8	3.82296
11	9	3.46724
11	10	1.39742
11	12	1.52075
11	13	3.91377
11	14	3.03167
11	15	1.02529
11	16	0.211162
11	17	1.63322
11	18	3.82177
11	19	3.35149
11	20	1.25887
11	21	0.395366
11	22	2.02459
11	23	3.92307
11	24	3.15222
11	25	1.40589
11	26	0.938889
11	27	2.11074
11	28	3.90245
11	29	3.20254
11	30	1.50134
11	31	1.30923
11	32	2.74861
11	33	3.98243
11	34	3.32747
11	35	2.23193
11	36	2.04684
11	37	2.92892
11	38	3.98683
11	39	3.17493
11	40	2.06849
11	41	2.44411
11	42	3.54509
11	43	4
11	44	3.62168
11	45	2.94004
11	46	3.24389
11	47	3.7524
11	48	3.95306
11	49	3.21416
11	50	2.70493
11	51	3.38377
11	52	3.98426
11	53	3.91643
11	54	3.77113
11	55	3.64212
11	56	3.95065
11	57	3.97551
11	58	3.7144
11	59	3.48754
11	60	3.4697
11	61	3.9349
11	62	3.88789
11	63	3.67903
11	64	3.85551
11	65	3.98798
11	66	3.86273
11	67	3.4596
11	68	3.34097
11	69	3.7149
11	70	3.98126
11	71	3.86254
11	72	3.46961
11	73	3.43002
11	74	3.86709
11	75	3.95071
11	76	3.09465
11	77	2.55423
11	78	3.00745
11	79	3.80461
11	80	3.88076
11	81	3.11369
11	82	2.5461
11	83	3.01989
11	84	3.88738
11	85	3.70449
11	86	2.09654
11	87	1.63383
11	88	2.73331
11	89	3.86675
11	90	3.46379
11	91	1.96941
11	92	1.52838
11	93	2.55627
11	94	3.89882
11	95	3.37627
11	96	1.1697
11	97	0.839098
11	98	2.41933
12	0	3.75177
12	1	1.97268
12	2	0.387344
12	3	1.94884
12	4	3.91172
12	5	3.3883
12	6	1.51608
12	7	0.328923
12	8	1.83693
12	9	3.70459
12	10	3.6966
12	11	1.52075
12	13	1.94198
12	14	3.94671
12	15	3.24906
12	16	1.25056
12	17	0.0361642
12	18	1.71311
12	19	3.78316
12	20	3.54682
12	21	1.58749
12	22	0.404981
12	23	1.92791
12	24	3.91588
12	25	3.30621
12	26	1.44282
12	27	0.229832
12	28	1.86468
12	29	3.87376
12	30	3.48892
12	31	1.95684
12	32	1.09732
12	33	2.22888
12	34	3.85795
12	35	3.66144
12	36	2.19167
12	37	1.02358
12	38	2.27007
12	39	3.90915
12	40	3.5674
12	41	2.45814
12	42	1.88598
12	43	2.48922
12	44	3.66928
12	45	3.90644
12	46	3.12121
12	47	2.32411
12	48	2.92247
12	49	3.9024
12	50	3.81688
12	51	3.24847
12	52	2.91968
12	53	3.03017
12	54	3.46886
12	55	3.99128
12	56	3.83376
12	57	3.49787
12	58	3.44692
12	59	3.75201
12	60	3.99635
12	61	3.91407
12	62	3.70952
12	63	3.50674
12	64	3.28927
12	65	3.6656
12	66	3.986
12	67	3.97623
12	68	3.78093
12	69	3.57096
12	70	3.62897
12	71	3.89652
12	72	3.99003
12	73	3.75307
12	74	3.25063
12	75	3.22862
12	76	3.52368
12	77	3.91579
12	78	3.92588
12	79	3.42241
12	80	2.87594
12	81	3.37693
12	82	3.86888
12	83	3.93586
12	84	3.21562
12	85	2.60893
12	86	2.61026
12	87	3.55767
12	88	3.98265
12	89	3.28763
12	90	1.99165
12	91	2.49261
12	92	3.41853
12	93	3.99896
12	94	3.18151
12	95	1.76098
12	96	1.53732
12	97	3.05999
12	98	3.99899
13	0	3.23031
13	1	3.93328
13	2	2.0363
13	3	0.0772783
13	4	1.47033
13	5	3.49255
13	6	3.89122
13	7	2.06414
13	8	0.151019
13	9	1.08534
13	10	3.18924
13	11	3.91377
13	12	1.94198
13	14	1.61181
13	15	3.60992
13	16	3.82074
13	17	1.79447
13	18	0.0473323
13	19	1.19685
13	20	3.32481
13	21	3.92593
13	22	2.16203
13	23	0.126122
13	24	1.50896
13	25	3.63273
13	26	3.78574
13	27	1.75252
13	28	0.0677118
13	29	1.38707
13	30	3.45492
13	31	3.91964
13	32	2.28203
13	33	0.257366
13	34	1.3759
13	35	3.43854
13	36	3.86319
13	37	1.887
13	38	0.289999
13	39	1.51061
13	40	3.53677
13	41	3.87353
13	42	2.09478
13	43	0.307008
13	44	1.05102
13	45	3.20561
13	46	3.94024
13	47	2.31824
13	48	0.65945
13	49	1.50495
13	50	3.35087
13	51	3.95124
13	52	2.30798
13	53	0.612539
13	54	0.765011
13	55	2.84167
13	56	3.99266
13	57	2.88474
13	58	1.10182
13	59	1.15905
13	60	2.69222
13	61	3.98165
13	62	3.03611
13	63	1.24422
13	64	0.554588
13	65	2.2901
13	66	3.99103
13	67	3.32635
13	68	1.50975
13	69	0.929178
13	70	2.12795
13	71	3.82664
13	72	3.489
13	73	1.66392
13	74	0.509167
13	75	2.01398
13	76	3.89076
13	77	3.55164
13	78	1.79922
13	79	0.722861
13	80	1.6434
13	81	3.75354
13	82	3.70268
13	83	1.99415
13	84	0.493398
13	85	1.71957
13	86	3.66147
13	87	3.76084
13	88	1.95396
13	89	0.572396
13	90	1.30357
13	91	3.63781
13	92	3.8659
13	93	2.18046
13	94	0.460844
13	95	1.14826
13	96	3.36562
13	97	3.89482
13	98	2.19976
14	0	1.29201
14	1	3.27253
14	2	3.89658
14	3	1.62488
14	4	0.0181475
14	5	1.07742
14	6	3.13526
14	7	3.91738
14	8	1.78969
14	9	0.27864
14	10	0.94727
14	11	3.03167
14	12	3.94671
14	13	1.61181
14	15	1.14868
14	16	3.17122
14	17	3.89801
14	18	1.84812
14	19	0.181004
14	20	0.834718
14	21	2.90685
14	22	3.97331
14	23	1.84298
14	24	0.00742394
14	25	1.24979
14	26	3.29106
14	27	3.88496
14	28	1.80525
14	29	0.0769596
14	30	0.994671
14	31	3.07601
14	32	3.94223
14	33	1.72534
14	34	0.0510278
14	35	1.23983
14	36	3.38643
14	37	3.81419
14	38	1.71921
14	39	0.044086
14	40	1.3313
14	41	3.47366
14	42	3.70264
14	43	1.50279
14	44	0.187589
14	45	1.33587
14	46	3.60543
14	47	3.6835
14	48	1.42116
14	49	0.0559658
14	50	1.37206
14	51	3.63532
14	52	3.37523
14	53	1.18611
14	54	0.297579
14	55	1.59682
14	56	3.84301
14	57	3.46751
14	58	1.15385
14	59	0.122272
14	60	1.2186
14	61	3.63184
14	62	3.40024
14	63	1.25201
14	64	0.406816
14	65	1.91259
14	66	3.96758
14	67	3.19916
14	68	0.899143
14	69	0.269475
14	70	1.74518
14	71	3.79311
14	72	3.37853
14	73	1.27546
14	74	0.430544
14	75	2.26695
14	76	3.99983
14	77	2.79762
14	78	0.728429
14	79	0.337771
14	80	2.24454
14	81	3.98136
14	82	3.04049
14	83	1.04652
14	84	0.465451
14	85	2.6091
14	86	3.98539
14	87	2.56333
14	88	0.497934
14	89	0.424975
14	90	2.70552
14	91	3.9814
14	92	2.76051
14	93	0.596036
14	94	0.48878
14	95	2.74312
14	96	3.95942
14	97	2.39809
14	98	0.370365
15	0	1.00056
15	1	1.73795
15	2	3.4988
15	3	3.6005
15	4	1.29467
15	5	0.153989
15	6	1.18924
15	7	3.43609
15	8	3.67788
15	9	1.89655
15	10	0.534751
15	11	1.02529
15	12	3.24906
15	13	3.60992
15	14	1.14868
15	16	1.03725
15	17	3.39373
15	18	3.73211
15	19	1.70448
15	20	0.111462
15	21	0.783198
15	22	3.19832
15	23	3.70867
15	24	1.25259
15	25	0.131151
15	26	1.2888
15	27	3.429
15	28	3.70187
15	29	1.43275
15	30	0.11544
15	31	1.2003
15	32	3.4532
15	33	3.60456
15	34	1.42314
15	35	0.589809
15	36	1.82432
15	37	3.66996
15	38	3.59075
15	39	1.29192
15	40	0.516781
15	41	2.10418
15	42	3.8845
15	43	3.44125
15	44	1.83742
15	45	1.17498
15	46	2.71692
15	47	3.94223
15	48	3.24718
15	49	1.31311
15	50	0.976228
15	51	2.84043
15	52	3.99052
15	53	3.07327
15	54	2.1507
15	55	2.0406
15	56	3.57946
15	57	3.95337
15	58	2.79914
15	59	1.67618
15	60	1.68262
15	61	3.39507
15	62	3.8805
15	63	2.81613
15	64	2.38939
15	65	2.90576
15	66	3.97068
15	67	3.5614
15	68	2.28028
15	69	2.0122
15	70	2.82573
15	71	3.90183
15	72	3.64907
15	73	2.58408
15	74	2.43815
15	75	3.41019
15	76	3.90012
15	77	2.81094
